,COL_GRADE_AVG
2988,-1.8399690307031504
5916,0.0455378061475255
3435,-1.7084220420856615
6269,1.5510200092143442
3964,-2.322307988967277
2494,-0.3198704955677218
47,0.8786687340582895
7013,-0.2906378314305018
2152,0.2793991192452836
8017,-0.9191401103807272
2530,-0.3052541634991118
10679,-0.0713928504013534
5617,0.0163051420103059
1950,-0.1444745107444031
597,0.3378644475197236
4233,0.6301910888919211
11827,-0.6121971369399196
8310,1.4779383488712952
2527,0.5424930964802617
1217,1.3756240243910256
2483,-0.9922217707237768
1689,0.0747704702847455
2169,1.0686810509502178
8583,0.8348197378524598
1242,1.3463913602538062
9890,-0.6706624652143592
7112,0.425562439931383
6521,1.127146379224658
10765,-0.962989106586557
860,-1.372246404507634
12034,0.6448074209605313
4057,-2.219993664487008
11298,0.9371340623327288
9207,-0.2906378314305018
12163,-0.5975808048713096
10311,1.5071710130085143
6400,-0.9045237783121172
2815,-1.4891770610565132
1886,0.5424930964802617
4792,-0.3491031597049415
10225,-0.5391154765968702
7970,0.4547951040686023
9140,-1.9861323513892493
12165,1.390240356459636
84,-1.6645730458798318
12207,1.3025423640479763
7576,1.2294607037049268
9404,0.6740400850977507
249,0.4840277682058223
10544,0.7909707416466301
1205,-0.2760214993618921
664,0.527876764411652
5800,-0.0860091824699634
2415,1.2440770357735365
12283,0.2355501230394539
368,-1.357630072439024
2886,0.4694114361372126
11333,1.4487056847340751
3914,-1.343013740370414
7533,-1.649956713811222
58,0.3524807795883333
10213,0.2209337909708442
5437,-0.5244991445282602
3845,1.1563790433618772
10350,0.8640524019896798
5392,-1.1676177555470957
4356,1.331775028185196
10414,-1.1968504196843153
2328,0.0455378061475255
7086,-0.1737071748816228
3084,-0.1298581786757931
6455,1.1563790433618772
5742,1.1709953754304876
5452,-1.1383850914098756
5657,1.419473020596855
9149,0.2940154513138939
1119,1.214844371636317
2035,-2.0007486834578594
7874,-1.226083083821535
7199,0.1040031344219649
4310,-0.1298581786757931
7078,0.6740400850977507
2961,-1.0214544348609966
8077,0.7471217454408005
9181,-0.4660338162538205
