,Mer,Gen,Pla,Wo,Fai
0,1.0,0.21997985781016424,0.027528732605178966,0.5078695599544368,0.03582819972215827
1,0.21997985781016424,1.0,0.03413966880284989,0.3199993217200516,0.03803872870659911
2,0.027528732605178966,0.03413966880284989,1.0,0.007115413405565814,0.885374170270253
3,0.5078695599544368,0.3199993217200516,0.007115413405565814,1.0,0.01124418945319441
4,0.03582819972215827,0.03803872870659911,0.885374170270253,0.01124418945319441,1.0
