,GENDER,STRATUM,CR_S11,CC_S11,ENG_S11,CR_PRO,CC_PRO,ENG_PRO,COL_GRADE_AVG,HI_GRADE_AVG,GENDER_bin
144,M,Stratum 4,75,74,88,88,94,96,92.66666666666667,79.0,0
145,M,Stratum 4,60,66,96,93,100,100,97.66666666666667,74.0,0
146,F,Stratum 5,51,55,60,57,81,65,67.66666666666667,55.333333333333336,1
147,M,Stratum 2,71,65,76,98,78,99,91.66666666666667,70.66666666666667,0
148,M,Stratum 4,62,53,68,51,6,72,43.0,61.0,0
149,F,Stratum 1,43,45,46,46,45,17,36.0,44.666666666666664,1
150,M,Stratum 5,68,60,92,79,40,98,72.33333333333333,73.33333333333333,0
151,F,Stratum 5,71,66,73,92,85,94,90.33333333333333,70.0,1
152,M,Stratum 4,60,42,58,79,53,62,64.66666666666667,53.333333333333336,0
153,M,Stratum 2,57,57,50,50,74,75,66.33333333333333,54.666666666666664,0
154,F,Stratum 3,58,56,49,33,35,34,34.0,54.333333333333336,1
155,M,Stratum 2,51,45,40,37,21,8,22.0,45.333333333333336,0
156,F,Stratum 5,65,56,80,31,64,86,60.333333333333336,67.0,1
157,M,Stratum 2,67,53,62,74,99,86,86.33333333333333,60.666666666666664,0
158,M,Stratum 3,71,68,62,94,89,85,89.33333333333333,67.0,0
159,M,Stratum 6,67,61,82,74,35,100,69.66666666666667,70.0,0
160,F,Stratum 3,57,57,59,94,82,61,79.0,57.666666666666664,1
161,M,Stratum 2,49,49,38,31,36,38,35.0,45.333333333333336,0
162,F,Stratum 5,49,59,40,51,15,55,40.333333333333336,49.333333333333336,1
163,M,Stratum 3,55,51,44,5,50,35,30.0,50.0,0
164,M,Stratum 1,50,50,52,80,9,7,32.0,50.666666666666664,0
165,F,Stratum 3,62,56,67,44,15,61,40.0,61.666666666666664,1
166,F,Stratum 3,62,58,54,58,10,66,44.666666666666664,58.0,1
167,M,Stratum 3,45,55,46,49,54,70,57.666666666666664,48.666666666666664,0
168,M,Stratum 2,64,61,64,69,40,76,61.666666666666664,63.0,0
169,M,Stratum 2,69,69,82,90,97,99,95.33333333333333,73.33333333333333,0
170,F,Stratum 3,67,69,55,91,25,81,65.66666666666667,63.666666666666664,1
171,F,Stratum 3,57,52,52,42,60,57,53.0,53.666666666666664,1
172,M,Stratum 2,59,57,65,61,1,1,21.0,60.333333333333336,0
173,M,Stratum 3,56,52,55,13,53,78,48.0,54.333333333333336,0
174,M,Stratum 3,57,61,49,71,91,61,74.33333333333333,55.666666666666664,0
175,M,Stratum 3,51,65,53,69,58,64,63.666666666666664,56.333333333333336,0
176,M,Stratum 2,60,57,53,63,26,79,56.0,56.666666666666664,0
177,M,Stratum 3,64,72,73,49,53,94,65.33333333333333,69.66666666666667,0
178,M,Stratum 2,64,66,53,31,27,58,38.666666666666664,61.0,0
179,M,Stratum 3,57,57,54,61,48,51,53.333333333333336,56.0,0
180,F,Stratum 3,67,72,60,86,61,74,73.66666666666667,66.33333333333333,1
181,M,Stratum 3,49,52,43,43,8,33,28.0,48.0,0
182,F,Stratum 3,64,59,68,59,40,66,55.0,63.666666666666664,1
183,F,Stratum 3,56,57,68,62,81,68,70.33333333333333,60.333333333333336,1
184,M,Stratum 3,57,58,52,78,28,45,50.333333333333336,55.666666666666664,0
185,M,Stratum 1,72,77,60,80,89,87,85.33333333333333,69.66666666666667,0
186,M,Stratum 3,53,53,59,33,53,69,51.666666666666664,55.0,0
187,F,Stratum 3,62,57,48,25,48,80,51.0,55.666666666666664,1
188,M,Stratum 1,58,55,64,8,43,75,42.0,59.0,0
189,F,Stratum 3,58,62,55,82,72,55,69.66666666666667,58.333333333333336,1
190,F,Stratum 3,57,47,49,7,22,22,17.0,51.0,1
191,M,Stratum 3,52,53,58,83,85,37,68.33333333333333,54.333333333333336,0
192,M,Stratum 1,39,48,42,49,64,47,53.333333333333336,43.0,0
193,F,Stratum 4,48,48,43,70,83,73,75.33333333333333,46.333333333333336,1
194,M,Stratum 4,41,40,52,12,38,20,23.333333333333332,44.333333333333336,0
195,F,Stratum 3,62,62,62,96,82,75,84.33333333333333,62.0,1
196,M,Stratum 4,64,62,45,70,76,36,60.666666666666664,57.0,0
197,F,Stratum 2,60,62,80,92,54,95,80.33333333333333,67.33333333333333,1
198,F,Stratum 4,48,53,65,49,62,79,63.333333333333336,55.333333333333336,1
199,F,Stratum 4,57,69,76,79,61,92,77.33333333333333,67.33333333333333,1
200,M,Stratum 3,74,77,67,18,30,84,44.0,72.66666666666667,0
201,F,Stratum 1,69,53,53,50,76,55,60.333333333333336,58.333333333333336,1
202,M,Stratum 4,56,74,67,94,88,91,91.0,65.66666666666667,0
203,F,Stratum 6,81,62,67,1,6,67,24.666666666666668,70.0,1
204,F,Stratum 4,64,68,67,46,87,81,71.33333333333333,66.33333333333333,1
205,F,Stratum 3,54,42,45,16,42,40,32.666666666666664,47.0,1
206,F,Stratum 4,62,56,55,55,30,58,47.666666666666664,57.666666666666664,1
207,F,Stratum 3,67,57,50,62,82,53,65.66666666666667,58.0,1
208,F,Stratum 5,64,62,78,86,23,98,69.0,68.0,1
209,M,Stratum 3,52,56,53,67,37,52,52.0,53.666666666666664,0
210,F,Stratum 6,74,72,65,96,88,91,91.66666666666667,70.33333333333333,1
211,M,Stratum 6,58,62,55,97,93,88,92.66666666666667,58.333333333333336,0
212,M,Stratum 4,67,64,76,100,82,98,93.33333333333333,69.0,0
213,M,Stratum 4,60,60,60,62,8,74,48.0,60.0,0
214,M,Stratum 2,45,52,46,33,81,64,59.333333333333336,47.666666666666664,0
215,F,Stratum 3,58,66,43,37,19,39,31.666666666666668,55.666666666666664,1
216,M,Stratum 3,52,53,53,79,74,67,73.33333333333333,52.666666666666664,0
217,F,Stratum 4,60,57,80,33,57,92,60.666666666666664,65.66666666666667,1
218,M,Stratum 3,62,65,48,15,21,23,19.666666666666668,58.333333333333336,0
219,F,Stratum 3,64,64,52,50,39,45,44.666666666666664,60.0,1
220,M,Stratum 3,87,72,62,91,95,81,89.0,73.66666666666667,0
221,F,Stratum 2,57,46,54,83,64,67,71.33333333333333,52.333333333333336,1
222,M,Stratum 3,62,66,55,48,75,78,67.0,61.0,0
223,M,Stratum 1,49,51,43,61,40,18,39.666666666666664,47.666666666666664,0
224,F,Stratum 1,70,66,70,89,39,88,72.0,68.66666666666667,1
225,M,Stratum 3,57,57,70,97,78,90,88.33333333333333,61.333333333333336,0
226,M,Stratum 4,41,46,49,19,8,67,31.333333333333332,45.333333333333336,0
227,M,Stratum 4,64,64,52,60,59,33,50.666666666666664,60.0,0
228,M,Stratum 3,70,72,80,89,97,92,92.66666666666667,74.0,0
229,F,Stratum 5,66,74,67,32,83,85,66.66666666666667,69.0,1
230,F,Stratum 5,68,72,78,23,33,88,48.0,72.66666666666667,1
231,M,Stratum 4,57,60,60,78,88,87,84.33333333333333,59.0,0
232,M,Stratum 3,64,53,63,38,36,64,46.0,60.0,0
233,M,Stratum 4,62,59,59,82,5,62,49.666666666666664,60.0,0
234,F,Stratum 4,69,65,67,1,85,93,59.666666666666664,67.0,1
235,F,Stratum 4,74,68,59,100,73,86,86.33333333333333,67.0,1
236,F,Stratum 4,70,59,71,91,100,85,92.0,66.66666666666667,1
237,F,Stratum 4,55,53,54,67,69,44,60.0,54.0,1
238,F,Stratum 4,64,74,80,83,86,89,86.0,72.66666666666667,1
239,M,Stratum 5,70,66,85,85,98,89,90.66666666666667,73.66666666666667,0
240,F,Stratum 2,52,59,54,70,89,68,75.66666666666667,55.0,1
241,M,Stratum 4,62,72,62,81,36,64,60.333333333333336,65.33333333333333,0
242,M,Stratum 3,64,57,68,45,87,89,73.66666666666667,63.0,0
243,M,Stratum 4,76,69,76,86,85,90,87.0,73.66666666666667,0
244,F,Stratum 3,52,57,52,55,54,63,57.333333333333336,53.666666666666664,1
245,M,Stratum 4,87,82,82,96,92,95,94.33333333333333,83.66666666666667,0
246,F,Stratum 5,62,64,73,91,86,83,86.66666666666667,66.33333333333333,1
247,F,Stratum 3,58,58,53,63,8,73,48.0,56.333333333333336,1
248,F,Stratum 3,56,59,64,56,10,72,46.0,59.666666666666664,1
249,F,Stratum 3,62,53,54,89,65,68,74.0,56.333333333333336,1
250,F,Stratum 4,60,60,60,35,25,61,40.333333333333336,60.0,1
251,F,Stratum 4,62,60,78,43,64,85,64.0,66.66666666666667,1
252,M,Stratum 4,64,61,71,84,24,63,57.0,65.33333333333333,0
253,F,Stratum 4,68,66,64,49,19,86,51.333333333333336,66.0,1
254,F,Stratum 4,79,66,62,95,35,93,74.33333333333333,69.0,1
255,M,Stratum 4,49,53,54,27,17,41,28.333333333333332,52.0,0
256,M,Stratum 4,64,65,64,68,75,73,72.0,64.33333333333333,0
257,M,Stratum 4,77,64,85,50,57,99,68.66666666666667,75.33333333333333,0
258,M,Stratum 4,85,72,90,99,100,100,99.66666666666667,82.33333333333333,0
259,M,Stratum 6,79,76,76,96,94,95,95.0,77.0,0
260,M,Stratum 4,70,64,82,95,90,96,93.66666666666667,72.0,0
261,M,Stratum 1,49,53,54,53,44,58,51.666666666666664,52.0,0
262,F,Stratum 4,56,51,48,53,78,41,57.333333333333336,51.666666666666664,1
263,F,Stratum 4,62,71,65,94,91,80,88.33333333333333,66.0,1
264,F,Stratum 3,74,66,70,88,86,83,85.66666666666667,70.0,1
265,F,Stratum 4,69,59,62,78,52,87,72.33333333333333,63.333333333333336,1
266,F,Stratum 3,70,64,80,84,71,92,82.33333333333333,71.33333333333333,1
267,F,Stratum 4,59,59,52,51,20,44,38.333333333333336,56.666666666666664,1
268,F,Stratum 3,55,45,62,39,63,82,61.333333333333336,54.0,1
269,M,Stratum 3,67,66,62,68,72,96,78.66666666666667,65.0,0
270,M,Stratum 1,59,52,46,4,21,17,14.0,52.333333333333336,0
271,F,Stratum 2,70,55,55,37,89,69,65.0,60.0,1
