,Mer,Gen,Pla,Wo,Fai
0,1.0,0.9159605885521346,0.6373586921254112,0.38375439733941874,0.6438568130939809
1,0.9159605885521346,1.0,0.4437306035142975,0.5145714875682961,0.4139624349990024
2,0.6373586921254112,0.4437306035142975,1.0,0.308864417243053,0.9637808218156281
3,0.38375439733941874,0.5145714875682961,0.308864417243053,1.0,0.32136371644885925
4,0.6438568130939809,0.4139624349990024,0.9637808218156281,0.32136371644885925,1.0
