,Idx,Gender_bins,Preds
0,7510.0,0.0,92.54586029052734
1,11651.0,0.0,92.54586029052734
2,1089.0,0.0,92.54586029052734
3,12328.0,0.0,92.54586029052734
4,12028.0,0.0,92.51848602294922
5,12016.0,0.0,92.50724792480467
6,12018.0,1.0,92.50724792480467
7,8893.0,0.0,92.40170288085938
8,11864.0,1.0,92.3777313232422
9,12112.0,0.0,92.25473022460938
10,4900.0,0.0,92.19857025146484
11,4874.0,0.0,92.07238006591795
12,12063.0,0.0,92.06366729736328
13,11800.0,0.0,92.06366729736328
14,8905.0,0.0,92.06366729736328
15,11145.0,0.0,92.0041046142578
16,8479.0,0.0,92.0041046142578
17,11642.0,0.0,91.97673034667967
18,7690.0,0.0,91.97673034667967
19,10363.0,1.0,91.97673034667967
20,2131.0,0.0,91.96549224853516
21,11861.0,1.0,91.93661499023438
22,5611.0,0.0,91.90641021728516
23,8770.0,0.0,91.90641021728516
24,9682.0,0.0,91.87903594970705
25,2744.0,0.0,91.8677978515625
26,4293.0,0.0,91.84066009521484
27,7342.0,1.0,91.82896423339844
28,9055.0,1.0,91.80824279785156
29,11188.0,1.0,91.80824279785156
30,11701.0,1.0,91.80824279785156
31,4348.0,0.0,91.78086853027344
32,11903.0,0.0,91.699462890625
33,4002.0,0.0,91.66805267333984
34,12203.0,0.0,91.65681457519533
35,8729.0,0.0,91.61617279052734
36,8337.0,0.0,91.5907211303711
37,11239.0,1.0,91.5907211303711
38,4858.0,0.0,91.5703582763672
39,11260.0,1.0,91.40589904785156
40,834.0,1.0,91.26393127441406
41,7419.0,1.0,91.06858825683594
42,12067.0,1.0,91.03945922851562
43,1066.0,1.0,90.89897918701172
44,4386.0,1.0,90.87272644042967
45,8492.0,1.0,90.83639526367188
46,12256.0,1.0,90.66875457763672
47,8160.0,1.0,90.64971923828124
48,5243.0,1.0,90.59042358398438
49,8014.0,1.0,90.47935485839844
50,11492.0,0.0,91.55353546142578
51,637.0,0.0,91.531005859375
52,2137.0,0.0,91.52072143554688
53,2730.0,0.0,91.49427032470705
54,7235.0,0.0,91.49302673339844
55,10318.0,0.0,91.49302673339844
56,4350.0,0.0,91.4460906982422
57,8883.0,0.0,91.404296875
58,11531.0,0.0,91.40210723876952
59,1831.0,0.0,91.39485931396484
60,11868.0,0.0,91.33281707763672
61,11321.0,0.0,91.28204345703124
62,4777.0,0.0,91.26002502441406
63,5977.0,0.0,91.22649383544922
64,8766.0,0.0,91.20149993896484
65,11192.0,0.0,91.19239044189452
66,5480.0,0.0,91.18589782714844
67,8252.0,0.0,91.1843490600586
68,11161.0,0.0,91.14982604980467
69,2817.0,0.0,91.1340560913086
70,10083.0,0.0,91.10826110839844
71,7412.0,0.0,91.0457000732422
72,11255.0,0.0,91.035888671875
73,4661.0,0.0,90.98987579345705
74,6179.0,0.0,90.95852661132812
75,12327.0,0.0,90.939697265625
76,7117.0,0.0,90.91340637207033
77,1275.0,0.0,90.88713836669922
78,2519.0,0.0,90.82252502441406
79,6207.0,0.0,90.81438446044922
80,8014.0,1.0,90.47935485839844
81,11981.0,1.0,90.45514678955078
82,2373.0,1.0,90.45246887207033
83,7242.0,1.0,90.42461395263672
84,2731.0,1.0,90.35880279541016
85,11244.0,1.0,90.35880279541016
86,11230.0,1.0,90.30789947509766
87,11514.0,1.0,90.25398254394533
88,622.0,1.0,90.21984100341795
89,6948.0,1.0,90.21702575683594
90,2308.0,1.0,90.20863342285156
91,2613.0,1.0,90.17103576660156
92,3471.0,1.0,90.1677703857422
93,11378.0,1.0,90.15731811523438
94,7490.0,1.0,90.09395599365234
95,11589.0,1.0,90.0716323852539
96,5198.0,1.0,90.01593780517578
97,2818.0,1.0,89.97938537597656
98,10992.0,1.0,89.90632629394531
99,7053.0,1.0,89.80064392089844
100,7237.0,0.0,90.81415557861328
101,9777.0,0.0,90.81095123291016
102,8303.0,0.0,90.7310028076172
103,6473.0,0.0,90.7310028076172
104,4802.0,0.0,90.7273178100586
105,8902.0,0.0,90.72721099853516
106,9725.0,0.0,90.72721099853516
107,9067.0,0.0,90.72721099853516
108,11866.0,0.0,90.71038055419922
109,11196.0,0.0,90.6904296875
110,11821.0,0.0,90.6873779296875
111,1082.0,0.0,90.68018341064452
112,2774.0,0.0,90.67176818847656
113,5895.0,0.0,90.65625
114,2071.0,0.0,90.59752655029295
115,9834.0,0.0,90.51752471923828
116,9300.0,0.0,90.49650573730467
117,7046.0,0.0,90.47590637207033
118,8109.0,0.0,90.47490692138672
119,4347.0,0.0,90.4679718017578
120,8298.0,0.0,90.46388244628906
121,11132.0,0.0,90.43317413330078
122,7563.0,0.0,90.42232513427734
123,9736.0,0.0,90.41864013671876
124,379.0,0.0,90.41642761230467
125,118.0,0.0,90.40928649902344
126,11399.0,0.0,90.37199401855467
127,11287.0,0.0,90.3495635986328
128,2607.0,0.0,90.2971649169922
129,9249.0,0.0,90.29371643066406
130,7053.0,1.0,89.80064392089844
131,5775.0,1.0,89.79380798339844
132,11516.0,1.0,89.74637603759766
133,11171.0,1.0,89.60160064697266
134,5660.0,1.0,89.58456420898438
135,5907.0,1.0,89.53482818603516
136,1514.0,1.0,89.42268371582031
137,7605.0,1.0,89.39857482910156
138,8023.0,1.0,89.3663330078125
139,11786.0,1.0,89.34076690673828
140,8859.0,1.0,89.31937408447266
141,5745.0,1.0,89.31304168701172
142,5318.0,1.0,89.21064758300781
143,5035.0,1.0,89.10580444335938
144,9090.0,1.0,89.08805084228516
145,8927.0,1.0,89.07278442382812
146,5126.0,1.0,89.0587387084961
147,12004.0,1.0,89.05512237548828
148,8046.0,1.0,88.87351989746094
149,5530.0,1.0,88.83843231201172
150,9002.0,0.0,90.22887420654295
151,11265.0,0.0,90.22278594970705
152,4384.0,0.0,90.21287536621094
153,5554.0,0.0,90.18353271484376
154,8190.0,0.0,90.11575317382812
155,2648.0,0.0,90.10838317871094
156,9041.0,0.0,90.0986557006836
157,6983.0,0.0,90.09832763671876
158,12346.0,0.0,90.06495666503906
159,9099.0,0.0,90.06231689453125
160,2075.0,0.0,90.06165313720703
161,8444.0,0.0,90.03921508789062
162,8041.0,0.0,90.00736236572266
163,6914.0,0.0,89.99789428710938
164,8016.0,0.0,89.96174621582031
