,GENDER,STRATUM,CR_S11,CC_S11,ENG_S11,CR_PRO,CC_PRO,ENG_PRO,COL_GRADE_AVG_org,HI_GRADE_AVG_org,GENDER_bin,COL_GRADE_AVG,HI_GRADE_AVG
12195,F,Stratum 1,69,67,65,86,87,77,83.33333333333333,67.0,1,0.8932850661268908,0.5968151736101088
12196,F,Stratum 2,57,66,58,56,50,60,55.333333333333336,60.333333333333336,1,-0.33448682763634513,-0.07696856820193745
12197,M,Stratum 4,62,64,64,55,77,82,71.33333333333333,63.333333333333336,0,0.36709711165693243,0.2262341156134835
12198,M,Stratum 3,57,69,54,89,89,65,81.0,60.0,0,0.7909707416466214,-0.11065775529254003
12199,F,Stratum 1,41,44,53,30,3,59,30.666666666666668,46.0,1,-1.416095400713482,-1.5256036130978379
12200,M,Stratum 2,63,55,55,31,23,39,31.0,57.666666666666664,0,-1.401479068644872,-0.34648206492675654
12201,M,Stratum 1,61,62,77,64,64,73,67.0,66.66666666666667,0,0.17708479476500325,0.5631259865195071
12202,M,Stratum 5,79,71,100,99,91,93,94.33333333333333,83.33333333333333,0,1.3756240243910194,2.2475853410496227
12203,M,Stratum 4,84,75,88,99,99,100,99.33333333333333,82.33333333333333,0,1.5948690054201689,2.1465177797778154
12204,M,Stratum 5,84,77,100,100,98,92,96.66666666666667,87.0,0,1.4779383488712896,2.6181663990462485
12205,M,Stratum 5,72,73,93,64,70,79,71.0,79.33333333333333,0,0.3524807795883227,1.8433150959623945
12206,F,Stratum 3,61,59,64,2,6,74,27.333333333333332,61.333333333333336,1,-1.5622587213995813,0.02409899306986953
12207,M,Stratum 5,69,69,100,91,89,98,92.66666666666667,79.33333333333333,0,1.30254236404797,1.8433150959623945
12208,F,Stratum 3,58,61,79,79,88,78,81.66666666666667,66.0,1,0.8202034057838415,0.4957476123383019
12209,M,Stratum 2,63,71,54,70,87,89,82.0,62.666666666666664,0,0.8348197378524512,0.15885574143227837
12210,M,Stratum 2,84,65,55,79,95,90,88.0,68.0,0,1.0979137150874305,0.6978827348819159
12211,M,Stratum 2,47,52,58,30,28,44,34.0,52.333333333333336,0,-1.2699320800273823,-0.8855090583763934
12212,M,Stratum 2,69,67,73,91,23,86,66.66666666666667,69.66666666666667,0,0.16246846269639348,0.866328670334928
12213,F,Stratum 1,48,59,51,42,41,41,41.333333333333336,52.666666666666664,1,-0.9483727745179633,-0.8518198712857915
12214,F,Stratum 1,49,50,58,68,76,53,65.66666666666667,52.333333333333336,1,0.11861946649056362,-0.8855090583763934
12215,F,Stratum 1,51,57,52,77,16,49,47.333333333333336,53.333333333333336,1,-0.685278797282984,-0.7844414971045863
12216,M,Stratum 3,61,61,60,78,80,75,77.66666666666667,60.666666666666664,0,0.644807420960522,-0.043279381111335606
12217,F,Stratum 2,65,62,75,97,81,93,90.33333333333333,67.33333333333333,1,1.2002280395676999,0.6305043607007107
12218,M,Stratum 2,67,71,61,90,65,89,81.33333333333333,66.33333333333333,0,0.8055870737152311,0.5294367994289038
12219,M,Stratum 2,62,64,53,42,38,67,49.0,59.666666666666664,0,-0.6121971369399344,-0.14434694238314258
12220,M,Stratum 2,45,50,58,13,45,70,42.666666666666664,51.0,0,-0.8899074462435237,-1.0202658067388028
12221,M,Stratum 1,65,65,62,74,83,89,82.0,64.0,0,0.8348197378524512,0.2936124897946879
12222,M,Stratum 2,67,75,66,78,98,80,85.33333333333333,69.33333333333333,0,0.9809830585385506,0.8326394832443247
12223,F,Stratum 3,72,69,73,100,99,93,97.33333333333333,71.33333333333333,1,1.507171013008509,1.0347746057879386
12224,M,Stratum 2,63,57,48,64,42,16,40.666666666666664,56.0,0,-0.9776054386551833,-0.5149280003797679
12225,M,Stratum 2,70,62,54,97,84,76,85.66666666666667,62.0,0,0.995599390607161,0.09147736725107394
12226,M,Stratum 3,67,62,84,94,93,91,92.66666666666667,71.0,0,1.30254236404797,1.0010854186973368
12227,F,Stratum 1,65,50,47,93,63,2,52.666666666666664,54.0,1,-0.451417484185225,-0.7170631229233819
12228,F,Stratum 3,67,65,65,72,94,86,84.0,65.66666666666667,1,0.922517730264111,0.4620584252477
12229,F,Stratum 2,51,41,49,66,24,2,30.666666666666668,47.0,1,-1.416095400713482,-1.4245360518260308
12230,F,Stratum 5,62,59,47,30,62,33,41.666666666666664,56.0,1,-0.9337564424493535,-0.5149280003797679
12231,M,Stratum 5,63,57,75,61,74,90,75.0,65.0,0,0.5278767644116422,0.3946800510664949
12232,F,Stratum 1,56,75,58,93,98,54,81.66666666666667,63.0,1,0.8202034057838415,0.19254492852288094
12233,M,Stratum 3,63,69,49,41,87,67,65.0,60.333333333333336,0,0.0893868023533435,-0.07696856820193745
12234,M,Stratum 2,67,77,64,95,96,88,93.0,69.33333333333333,0,1.3171586961165798,0.8326394832443247
12235,F,Stratum 2,45,37,48,64,65,3,44.0,43.333333333333336,1,-0.8314421179690837,-1.7951171098226562
12236,F,Stratum 2,56,62,60,65,77,76,72.66666666666667,59.333333333333336,1,0.4255624399313727,-0.17803612947374445
12237,M,Stratum 4,60,60,66,76,37,61,58.0,62.0,0,-0.21755617108746558,0.09147736725107394
12238,M,Stratum 3,84,67,100,100,99,99,99.33333333333333,83.66666666666667,0,1.5948690054201689,2.2812745281402256
12239,M,Stratum 3,63,73,100,82,87,99,89.33333333333333,78.66666666666667,0,1.1563790433618701,1.7759367217811908
12240,M,Stratum 3,65,69,93,100,94,100,98.0,75.66666666666667,0,1.5364036771457292,1.4727340379657698
12241,M,Stratum 2,69,67,82,37,78,92,69.0,72.66666666666667,0,0.264782787176663,1.169531354150349
12242,M,Stratum 2,41,50,54,29,35,31,31.666666666666668,48.333333333333336,0,-1.3722464045076521,-1.2897793034636214
12243,F,Stratum 3,60,53,75,60,46,78,61.333333333333336,62.666666666666664,1,-0.0713928504013659,0.15885574143227837
12244,F,Stratum 3,84,67,93,95,94,98,95.66666666666667,81.33333333333333,1,1.4340893526654597,2.0454502185060086
12245,M,Stratum 3,58,63,56,78,92,79,83.0,59.0,0,0.8786687340582812,-0.211725316564347
12246,F,Stratum 2,45,53,49,28,34,30,30.666666666666668,49.0,1,-1.416095400713482,-1.222400929282417
12247,M,Stratum 3,69,65,77,100,87,97,94.66666666666667,70.33333333333333,0,1.3902403564596297,0.9337070445161317
12248,M,Stratum 3,55,63,42,42,50,49,47.0,53.333333333333336,0,-0.6998951293515941,-0.7844414971045863
12249,M,Stratum 1,41,53,45,10,5,39,18.0,46.333333333333336,0,-1.9715160193206602,-1.4919144260072352
12250,F,Stratum 3,55,62,58,86,54,58,66.0,58.333333333333336,1,0.13323579855917336,-0.2791036907455514
12251,M,Stratum 2,65,69,65,78,80,78,78.66666666666667,66.33333333333333,0,0.688656417166352,0.5294367994289038
12252,F,Stratum 2,58,64,55,97,64,81,80.66666666666667,59.0,1,0.7763544095780116,-0.211725316564347
12253,M,Stratum 2,60,71,54,50,79,69,66.0,61.666666666666664,0,0.13323579855917336,0.05778818016047138
12254,F,Stratum 2,52,58,68,46,51,91,62.666666666666664,59.333333333333336,1,-0.012927522126926296,-0.17803612947374445
12255,F,Stratum 3,67,69,88,90,51,87,76.0,74.66666666666667,1,0.571725760617472,1.371666476693963
12256,F,Stratum 3,79,71,93,93,100,97,96.66666666666667,81.0,1,1.4779383488712896,2.0117610314154066
12257,M,Stratum 3,61,62,63,66,67,74,69.0,62.0,0,0.264782787176663,0.09147736725107394
12258,F,Stratum 1,78,69,52,63,93,71,75.66666666666667,66.33333333333333,1,0.5571094285488623,0.5294367994289038
12259,M,Stratum 2,65,84,88,87,93,91,90.33333333333333,79.0,0,1.2002280395676999,1.8096259088717928
12260,F,Stratum 4,54,62,52,44,74,56,58.0,56.0,1,-0.21755617108746558,-0.5149280003797679
12261,F,Stratum 4,57,61,68,57,78,92,75.66666666666667,62.0,1,0.5571094285488623,0.09147736725107394
12262,F,Stratum 3,63,69,67,60,51,79,63.333333333333336,66.33333333333333,1,0.016305142010293823,0.5294367994289038
12263,F,Stratum 2,63,65,69,87,84,89,86.66666666666667,65.66666666666667,1,1.039448386812991,0.4620584252477
12264,M,Stratum 3,52,51,55,54,33,74,53.666666666666664,52.666666666666664,0,-0.4075684879793951,-0.8518198712857915
12265,M,Stratum 5,57,59,56,71,73,67,70.33333333333333,57.333333333333336,0,0.3232481154511026,-0.3801712520173584
12266,F,Stratum 1,67,57,48,98,90,82,90.0,57.333333333333336,1,1.1856117074990902,-0.3801712520173584
12267,M,Stratum 3,72,64,73,88,59,94,80.33333333333333,69.66666666666667,0,0.7617380775094013,0.866328670334928
12268,M,Stratum 2,65,69,58,86,52,92,76.66666666666667,64.0,0,0.6009584247546922,0.2936124897946879
12269,M,Stratum 3,65,67,93,92,90,99,93.66666666666667,75.0,0,1.3463913602538,1.4053556637845648
12270,F,Stratum 1,52,56,38,58,69,70,65.66666666666667,48.666666666666664,1,0.11861946649056362,-1.2560901163730194
12271,M,Stratum 1,57,71,57,36,5,28,23.0,61.666666666666664,0,-1.752271038291511,0.05778818016047138
12272,M,Stratum 2,45,51,50,31,27,48,35.333333333333336,48.666666666666664,0,-1.2114667517529425,-1.2560901163730194
12273,M,Stratum 1,67,75,55,83,97,25,68.33333333333333,65.66666666666667,0,0.23555012303944284,0.4620584252477
12274,M,Stratum 3,58,59,93,96,84,94,91.33333333333333,70.0,0,1.2440770357735298,0.9000178574255299
12275,F,Stratum 3,65,62,54,97,67,46,70.0,60.333333333333336,1,0.30863178338249286,-0.07696856820193745
12276,F,Stratum 2,63,69,55,80,55,31,55.333333333333336,62.333333333333336,1,-0.33448682763634513,0.1251665543416765
12277,M,Stratum 3,67,61,63,97,67,92,85.33333333333333,63.666666666666664,0,0.9809830585385506,0.25992330270408537
12278,M,Stratum 3,63,65,93,97,94,96,95.66666666666667,73.66666666666667,0,1.4340893526654597,1.270598915422156
12279,M,Stratum 2,60,71,75,54,15,88,52.333333333333336,68.66666666666667,0,-0.4660338162538347,0.765261109063121
12280,M,Stratum 2,63,51,53,89,63,57,69.66666666666667,55.666666666666664,0,0.29401545131388307,-0.5486171874703706
12281,F,Stratum 2,72,75,62,97,99,78,91.33333333333333,69.66666666666667,1,1.2440770357735298,0.866328670334928
12282,M,Stratum 2,52,57,56,18,41,31,30.0,55.0,0,-1.4453280648507019,-0.615995561651575
12283,M,Stratum 3,67,61,88,82,39,84,68.33333333333333,72.0,0,0.23555012303944284,1.1021529799691439
12284,M,Stratum 3,60,72,60,79,95,48,74.0,64.0,0,0.48402776820581234,0.2936124897946879
12285,M,Stratum 3,63,57,100,68,88,90,82.0,73.33333333333333,0,0.8348197378524512,1.2369097283315527
12286,F,Stratum 1,51,50,43,78,77,66,73.66666666666667,48.0,1,0.46941143613720254,-1.3234684905542238
12287,M,Stratum 3,41,45,44,72,48,17,45.666666666666664,43.333333333333336,0,-0.7583604576260341,-1.7951171098226562
12288,M,Stratum 2,63,64,53,62,88,58,69.33333333333333,60.0,0,0.2793991192452727,-0.11065775529254003
12289,F,Stratum 2,58,56,73,50,59,82,63.666666666666664,62.333333333333336,1,0.030921474078903572,0.1251665543416765
12290,F,Stratum 3,54,57,55,35,58,26,39.666666666666664,55.333333333333336,1,-1.0214544348610133,-0.5823063745609723
12291,M,Stratum 2,63,62,59,79,81,90,83.33333333333333,61.333333333333336,0,0.8932850661268908,0.02409899306986953
12292,F,Stratum 3,50,47,65,21,9,16,15.333333333333334,54.0,1,-2.0884466758695397,-0.7170631229233819
12293,F,Stratum 4,65,61,77,81,83,90,84.66666666666667,67.66666666666667,1,0.9517503944013311,0.664193547791314
12294,M,Stratum 1,50,42,51,13,9,31,17.666666666666668,47.666666666666664,0,-1.9861323513892704,-1.3571576776448264
12295,M,Stratum 1,40,45,44,9,30,44,27.666666666666668,43.0,0,-1.5476423893309716,-1.8288062969132588
12296,M,Stratum 3,67,80,84,5,96,97,66.0,77.0,0,0.13323579855917336,1.6074907863281787
12297,M,Stratum 4,91,71,75,98,66,84,82.66666666666667,79.0,0,0.8640524019896714,1.8096259088717928
12298,M,Stratum 3,69,71,70,82,84,92,86.0,70.0,0,1.0102157226757706,0.9000178574255299
12299,F,Stratum 4,60,59,66,91,83,79,84.33333333333333,61.666666666666664,1,0.9371340623327208,0.05778818016047138
12300,M,Stratum 4,55,63,77,79,83,94,85.33333333333333,65.0,0,0.9809830585385506,0.3946800510664949
12301,M,Stratum 4,51,58,58,62,64,45,57.0,55.666666666666664,0,-0.26140516729329544,-0.5486171874703706
12302,F,Stratum 4,63,58,71,16,14,82,37.333333333333336,64.0,1,-1.1237687593412828,0.2936124897946879
12303,F,Stratum 3,47,50,50,24,33,12,23.0,49.0,1,-1.752271038291511,-1.222400929282417
12304,F,Stratum 2,75,67,68,88,97,92,92.33333333333333,70.0,1,1.2879260319793597,0.9000178574255299
12305,M,Stratum 3,84,69,77,100,97,86,94.33333333333333,76.66666666666667,0,1.3756240243910194,1.573801599237577
12306,F,Stratum 2,67,67,58,94,15,73,60.666666666666664,64.0,1,-0.10062551453858604,0.2936124897946879
12307,F,Stratum 4,51,57,49,41,78,49,56.0,52.333333333333336,1,-0.3052541634991253,-0.8855090583763934
12308,M,Stratum 2,70,75,61,46,56,73,58.333333333333336,68.66666666666667,0,-0.2029398390188555,0.765261109063121
12309,M,Stratum 5,58,57,54,45,27,51,41.0,56.333333333333336,0,-0.9629891065865733,-0.4812388132891654
12310,M,Stratum 4,69,65,82,81,64,88,77.66666666666667,72.0,0,0.644807420960522,1.1021529799691439
12311,F,Stratum 3,55,60,65,30,49,86,55.0,60.0,1,-0.3491031597049552,-0.11065775529254003
12312,M,Stratum 2,75,71,64,100,54,78,77.33333333333333,70.0,0,0.6301910888919117,0.9000178574255299
12313,M,Stratum 3,56,64,75,14,25,78,39.0,65.0,0,-1.050687098998233,0.3946800510664949
12314,F,Stratum 4,48,53,47,26,24,22,24.0,49.333333333333336,1,-1.708422042085681,-1.1887117421918143
12315,F,Stratum 3,67,71,56,69,75,66,70.0,64.66666666666667,1,0.30863178338249286,0.36099086397589303
12316,M,Stratum 4,45,51,81,20,42,88,50.0,59.0,0,-0.5683481407341046,-0.211725316564347
12317,F,Stratum 2,69,58,64,65,68,71,68.0,63.666666666666664,1,0.2209337909708331,0.25992330270408537
12318,M,Stratum 4,75,75,79,85,89,92,88.66666666666667,76.33333333333333,0,1.1271463792246506,1.5401124121469736
12319,F,Stratum 2,65,64,57,64,88,61,71.0,62.0,1,0.3524807795883227,0.09147736725107394
12320,F,Stratum 2,69,64,64,85,92,81,86.0,65.66666666666667,1,1.0102157226757706,0.4620584252477
12321,M,Stratum 4,60,69,66,56,93,94,81.0,65.0,0,0.7909707416466214,0.3946800510664949
12322,M,Stratum 4,83,75,88,100,96,91,95.66666666666667,82.0,0,1.4340893526654597,2.1128285926872135
12323,F,Stratum 1,67,60,52,87,27,74,62.666666666666664,59.666666666666664,1,-0.012927522126926296,-0.14434694238314258
12324,M,Stratum 2,65,61,82,100,23,85,69.33333333333333,69.33333333333333,0,0.2793991192452727,0.8326394832443247
12325,M,Stratum 2,60,63,50,73,55,61,63.0,57.666666666666664,0,0.0016888099416837636,-0.34648206492675654
12326,F,Stratum 3,63,61,75,71,78,74,74.33333333333333,66.33333333333333,1,0.4986441002744221,0.5294367994289038
12327,M,Stratum 3,72,77,81,98,96,94,96.0,76.66666666666667,0,1.4487056847340694,1.573801599237577
12328,M,Stratum 3,100,80,100,100,100,100,100.0,93.33333333333333,0,1.6241016695573889,3.2582609537676923
12329,M,Stratum 2,78,71,48,82,32,20,44.666666666666664,65.66666666666667,0,-0.8022094538318639,0.4620584252477
12330,M,Stratum 2,47,61,53,49,79,62,63.333333333333336,53.666666666666664,0,0.016305142010293823,-0.7507523100139845
12331,M,Stratum 3,54,47,60,50,52,49,50.333333333333336,53.666666666666664,0,-0.5537318086654944,-0.7507523100139845
12332,M,Stratum 2,45,54,53,14,51,14,26.333333333333332,50.666666666666664,0,-1.6061077176054113,-1.0539549938294055
12333,F,Stratum 2,70,75,81,87,87,93,89.0,75.33333333333333,1,1.1417627112932602,1.4390448508751665
12334,M,Stratum 3,63,65,79,97,81,94,90.66666666666667,69.0,0,1.2148443716363104,0.7989502961537228
12335,M,Stratum 3,58,73,75,100,75,87,87.33333333333333,68.66666666666667,0,1.0686810509502103,0.765261109063121
12336,F,Stratum 3,52,50,55,13,3,15,10.333333333333334,52.333333333333336,1,-2.3076916568986894,-0.8855090583763934
12337,M,Stratum 1,60,61,53,100,80,72,84.0,58.0,0,0.922517730264111,-0.312792877836154
12338,M,Stratum 3,67,67,67,63,94,84,80.33333333333333,67.0,0,0.7617380775094013,0.5968151736101088
12339,M,Stratum 2,55,64,51,87,69,67,74.33333333333333,56.666666666666664,0,0.4986441002744221,-0.44754962619856353
12340,F,Stratum 2,54,52,45,15,14,73,34.0,50.333333333333336,1,-1.2699320800273823,-1.0876441809200073
12341,F,Stratum 3,75,73,82,87,79,89,85.0,76.66666666666667,1,0.9663667264699408,1.573801599237577
12342,F,Stratum 1,67,59,88,100,56,100,85.33333333333333,71.33333333333333,1,0.9809830585385506,1.0347746057879386
12343,M,Stratum 3,63,62,53,50,77,58,61.666666666666664,59.333333333333336,0,-0.05677651833275616,-0.17803612947374445
12344,F,Stratum 3,55,69,57,57,64,59,60.0,60.333333333333336,1,-0.12985817867580585,-0.07696856820193745
12345,F,Stratum 1,79,61,88,86,83,99,89.33333333333333,76.0,1,1.1563790433618701,1.5064232250563718
12346,M,Stratum 3,72,75,100,89,70,91,83.33333333333333,82.33333333333333,0,0.8932850661268908,2.1465177797778154
12347,M,Stratum 3,65,62,54,9,47,58,38.0,60.333333333333336,0,-1.094536095204063,-0.07696856820193745
12348,M,Stratum 2,47,40,45,6,3,91,33.333333333333336,44.0,0,-1.2991647441646021,-1.7277387356414518
12349,F,Stratum 3,57,61,60,77,60,84,73.66666666666667,59.333333333333336,1,0.46941143613720254,-0.17803612947374445
12350,F,Stratum 2,63,65,59,59,67,64,63.333333333333336,62.333333333333336,1,0.016305142010293823,0.1251665543416765
12351,F,Stratum 2,63,64,77,78,95,93,88.66666666666667,68.0,1,1.1271463792246506,0.6978827348819159
12352,F,Stratum 1,60,61,88,82,82,97,87.0,69.66666666666667,1,1.0540647188816006,0.866328670334928
12353,M,Stratum 3,58,62,52,71,89,60,73.33333333333333,57.333333333333336,0,0.4547951040685922,-0.3801712520173584
12354,F,Stratum 4,72,73,67,85,79,74,79.33333333333333,70.66666666666667,1,0.7178890813035714,0.9673962316067349
12355,M,Stratum 3,57,62,49,42,66,61,56.333333333333336,56.0,0,-0.29063783143051525,-0.5149280003797679
12356,M,Stratum 2,50,49,49,7,38,47,30.666666666666668,49.333333333333336,0,-1.416095400713482,-1.1887117421918143
12357,F,Stratum 1,60,73,56,93,48,51,64.0,63.0,1,0.04553780614751363,0.19254492852288094
12358,M,Stratum 2,62,67,64,99,99,80,92.66666666666667,64.33333333333333,0,1.30254236404797,0.32730167688528977
12359,F,Stratum 2,63,73,53,78,85,45,69.33333333333333,63.0,1,0.2793991192452727,0.19254492852288094
12360,M,Stratum 4,60,77,81,94,92,92,92.66666666666667,72.66666666666667,0,1.30254236404797,1.169531354150349
12361,F,Stratum 3,60,61,45,50,62,48,53.333333333333336,55.333333333333336,1,-0.42218482004800484,-0.5823063745609723
12362,F,Stratum 2,65,69,68,75,56,73,68.0,67.33333333333333,1,0.2209337909708331,0.6305043607007107
12363,M,Stratum 3,58,47,51,73,82,70,75.0,52.0,0,0.5278767644116422,-0.9191982454669959
12364,M,Stratum 2,57,49,54,15,12,24,17.0,53.333333333333336,0,-2.01536501552649,-0.7844414971045863
12365,F,Stratum 5,70,65,88,68,85,94,82.33333333333333,74.33333333333333,1,0.849436069921061,1.3379772896033597
12366,F,Stratum 1,62,75,58,95,85,80,86.66666666666667,65.0,1,1.039448386812991,0.3946800510664949
12367,F,Stratum 1,38,38,36,19,43,15,25.666666666666668,37.333333333333336,1,-1.6353403817426313,-2.401522477453498
12368,M,Stratum 3,72,71,82,86,93,89,89.33333333333333,75.0,0,1.1563790433618701,1.4053556637845648
12369,M,Stratum 3,61,67,88,78,80,88,82.0,72.0,0,0.8348197378524512,1.1021529799691439
12370,F,Stratum 2,72,70,59,76,27,49,50.666666666666664,67.0,1,-0.5391154765968847,0.5968151736101088
12371,F,Stratum 4,60,69,68,13,68,86,55.666666666666664,65.66666666666667,1,-0.3198704955677354,0.4620584252477
12372,F,Stratum 3,72,69,88,86,94,94,91.33333333333333,76.33333333333333,1,1.2440770357735298,1.5401124121469736
12373,F,Stratum 1,49,50,49,50,54,6,36.666666666666664,49.333333333333336,1,-1.1530014234785029,-1.1887117421918143
12374,M,Stratum 2,69,75,57,69,95,97,87.0,67.0,0,1.0540647188816006,0.5968151736101088
12375,M,Stratum 1,43,47,39,95,100,97,97.33333333333333,43.0,0,1.507171013008509,-1.8288062969132588
12376,M,Stratum 3,69,67,93,87,92,85,88.0,76.33333333333333,0,1.0979137150874305,1.5401124121469736
12377,M,Stratum 2,83,78,68,92,85,83,86.66666666666667,76.33333333333333,0,1.039448386812991,1.5401124121469736
12378,F,Stratum 2,72,65,73,68,89,89,82.0,70.0,1,0.8348197378524512,0.9000178574255299
12379,F,Stratum 4,67,62,100,86,88,99,91.0,76.33333333333333,1,1.22946070370492,1.5401124121469736
12380,F,Stratum 2,57,58,47,74,60,50,61.333333333333336,54.0,1,-0.0713928504013659,-0.7170631229233819
12381,F,Stratum 3,72,64,62,85,88,75,82.66666666666667,66.0,1,0.8640524019896714,0.4957476123383019
12382,F,Stratum 4,72,70,100,98,97,99,98.0,80.66666666666667,1,1.5364036771457292,1.9780718443248049
12383,M,Stratum 2,57,56,52,36,48,20,34.666666666666664,55.0,0,-1.2406994158901625,-0.615995561651575
12384,F,Stratum 3,67,73,53,79,86,58,74.33333333333333,64.33333333333333,1,0.4986441002744221,0.32730167688528977
12385,M,Stratum 6,72,71,88,93,100,98,97.0,77.0,0,1.4925546809398993,1.6074907863281787
12386,M,Stratum 3,72,93,65,99,100,100,99.66666666666667,76.66666666666667,0,1.6094853374887792,1.573801599237577
