,GENDER,STRATUM,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,COL_GRADE_AVG,HI_GRADE_AVG,GENDER_bin
4884,M,Stratum_6,PRIVATE,ACADEMIC,77,61,58,65,90,89,100,96,96,77,91.6,70.2,0
4885,F,Stratum_3,PRIVATE,ACADEMIC,57,62,58,67,55,96,64,72,62,80,74.8,59.8,1
4886,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,56,49,56,60,53,51,58,32,25,40,41.2,54.8,0
4887,F,Stratum_4,PRIVATE,ACADEMIC,78,62,73,75,85,76,69,63,98,86,78.4,74.6,1
4888,F,Stratum_3,PRIVATE,ACADEMIC,77,87,90,81,78,96,90,93,97,75,90.2,82.6,1
4889,F,Stratum_3,PRIVATE,ACADEMIC,69,74,62,66,76,98,80,68,90,33,73.8,69.4,1
4890,F,Stratum_3,PUBLIC,ACADEMIC,71,72,70,71,67,90,91,91,85,82,87.8,70.2,1
4891,F,Stratum_2,PRIVATE,ACADEMIC,60,62,60,49,49,73,97,86,72,61,77.8,56.0,1
4892,F,Stratum_4,PRIVATE,ACADEMIC,64,60,70,70,68,84,70,78,86,94,82.4,66.4,1
4893,F,Stratum_1,PUBLIC,ACADEMIC,48,37,42,30,42,33,16,11,6,33,19.8,39.8,1
4894,M,Stratum_3,PRIVATE,ACADEMIC,70,54,62,64,68,100,89,84,85,96,90.8,63.6,0
4895,M,Stratum_3,PRIVATE,ACADEMIC,86,71,70,81,67,100,76,89,80,71,83.2,75.0,0
4896,M,Stratum_3,PRIVATE,ACADEMIC,65,55,58,61,49,71,61,70,41,92,67.0,57.6,0
4897,M,Stratum_5,PRIVATE,ACADEMIC,66,56,64,68,60,89,69,52,88,100,79.6,62.8,0
4898,F,Stratum_3,PRIVATE,ACADEMIC,60,68,56,62,74,92,100,89,89,83,90.6,64.0,1
4899,F,Stratum_2,PRIVATE,ACADEMIC,64,60,60,63,67,25,79,95,83,90,74.4,62.8,1
4900,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,81,95,91,95,95,100,96,95,98,87,95.2,91.4,0
4901,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,53,60,58,64,50,38,54,11,18,16,27.4,57.0,0
4902,F,Stratum_3,PRIVATE,ACADEMIC,69,64,62,66,67,76,79,28,93,56,66.4,65.6,1
4903,M,Stratum_2,PUBLIC,ACADEMIC,86,69,77,74,72,83,57,90,85,13,65.6,75.6,0
4904,M,Stratum_3,PRIVATE,ACADEMIC,60,52,49,60,44,67,9,13,43,21,30.6,53.0,0
4905,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,65,61,52,74,67,97,81,87,87,57,81.8,63.8,1
4906,M,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,63,63,62,63,53,86,53,52,55,7,50.6,60.8,0
4907,M,Stratum_3,PRIVATE,ACADEMIC,78,62,60,62,67,95,37,35,79,81,65.4,65.8,0
4908,F,Stratum_3,PUBLIC,ACADEMIC,66,74,67,72,59,90,63,70,78,76,75.4,67.6,1
4909,M,Stratum_5,PRIVATE,ACADEMIC,77,61,70,75,67,100,65,63,76,72,75.2,70.0,0
4910,F,Stratum_4,PRIVATE,ACADEMIC,73,69,67,71,78,97,84,68,92,77,83.6,71.6,1
4911,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,64,64,60,60,67,75,72,86,81,18,66.4,63.0,1
4912,M,Stratum_5,PRIVATE,ACADEMIC,81,74,91,77,90,98,99,97,98,85,95.4,82.6,0
4913,F,Stratum_4,PUBLIC,ACADEMIC,49,86,70,59,85,67,37,73,93,48,63.6,69.8,1
4914,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,60,71,67,68,67,96,99,91,92,99,95.4,66.6,0
4915,M,Stratum_1,PUBLIC,ACADEMIC,60,54,58,46,46,86,71,62,47,44,62.0,52.8,0
4916,M,Stratum_3,PRIVATE,ACADEMIC,100,77,82,72,72,99,79,31,93,32,66.8,80.6,0
4917,M,Stratum_2,PRIVATE,ACADEMIC,68,64,55,78,64,98,45,20,71,7,48.2,65.8,0
4918,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,56,53,46,55,49,14,44,33,54,76,44.2,51.8,1
4919,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,78,69,67,78,70,92,90,87,97,62,85.6,72.4,0
4920,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,81,64,58,75,55,99,85,72,75,46,75.4,66.6,0
4921,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,87,67,62,87,59,98,94,54,89,27,72.4,72.4,0
4922,M,Stratum_2,PRIVATE,ACADEMIC,70,64,65,87,46,97,77,89,23,80,73.2,66.4,0
4923,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,67,62,73,61,80,93,78,72,96,28,73.4,68.6,0
4924,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,82,58,60,87,70,94,96,89,84,70,86.6,71.4,0
4925,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,63,61,62,62,82,95,88,95,85,25,77.6,66.0,1
4926,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,54,61,67,63,62,74,20,46,74,33,49.4,61.4,1
4927,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,71,58,60,66,49,95,53,82,89,3,64.4,60.8,0
4928,F,Stratum_2,PRIVATE,ACADEMIC,56,57,58,70,50,68,54,5,43,77,49.4,58.2,1
4929,M,Stratum_3,PRIVATE,ACADEMIC,67,58,47,65,70,98,33,27,88,32,55.6,61.4,0
4930,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,54,72,54,55,70,95,85,98,90,29,79.4,61.0,0
4931,M,Stratum_4,PRIVATE,ACADEMIC,74,69,90,70,90,99,94,74,98,98,92.6,78.6,0
4932,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,67,62,60,65,57,98,86,69,73,52,75.6,62.2,1
4933,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,62,62,51,61,39,69,55,10,27,60,44.2,55.0,1
4934,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,63,51,60,58,52,36,75,78,64,39,58.4,56.8,1
4935,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,77,65,67,58,68,93,95,90,88,75,88.2,67.0,0
4936,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,48,35,53,67,49,44,37,52,40,81,50.8,50.4,1
4937,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,63,68,77,72,49,94,66,79,53,19,62.2,65.8,0
4938,F,Stratum_3,PRIVATE,ACADEMIC,57,62,55,66,75,89,83,3,87,77,67.8,63.0,1
4939,M,Stratum_2,PRIVATE,ACADEMIC,58,50,47,53,64,69,47,59,67,69,62.2,54.4,0
4940,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,47,54,51,68,54,86,77,56,80,73,74.4,54.8,0
4941,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,49,61,56,54,48,39,50,72,39,26,45.2,53.6,1
4942,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,81,66,77,95,76,100,95,100,92,84,94.2,79.0,1
4943,M,Stratum_3,PRIVATE,ACADEMIC,58,59,54,51,62,69,50,29,73,7,45.6,56.8,0
4944,M,Stratum_1,PUBLIC,ACADEMIC,65,61,58,58,52,97,77,90,84,88,87.2,58.8,0
4945,M,Stratum_2,PRIVATE,ACADEMIC,68,50,55,66,44,97,75,36,64,95,73.4,56.6,0
4946,M,Stratum_3,PUBLIC,ACADEMIC,65,65,62,67,55,93,57,65,78,85,75.6,62.8,0
4947,F,Stratum_3,PUBLIC,ACADEMIC,71,69,56,69,65,76,81,74,83,34,69.6,66.0,1
4948,M,Stratum_2,PRIVATE,ACADEMIC,68,65,56,61,62,76,72,21,87,0,51.2,62.4,0
4949,F,Stratum_3,PUBLIC,ACADEMIC,66,62,67,55,90,77,85,69,96,25,70.4,68.0,1
4950,F,Stratum_5,PRIVATE,ACADEMIC,71,75,67,67,90,99,86,95,100,35,83.0,74.0,1
4951,F,Stratum_2,PUBLIC,TECHNICAL,45,45,43,49,50,28,15,46,53,6,29.6,46.4,1
4952,F,Stratum_3,PUBLIC,ACADEMIC,57,60,64,58,65,75,53,63,79,54,64.8,60.8,1
4953,M,Stratum_3,PUBLIC,TECHNICAL,69,69,73,66,54,98,82,68,68,51,73.4,66.2,0
4954,F,Stratum_3,PRIVATE,ACADEMIC,77,56,47,62,53,90,93,30,27,94,66.8,59.0,1
4955,F,Stratum_4,PUBLIC,TECHNICAL,73,64,65,78,74,72,53,86,87,84,76.4,70.8,1
4956,M,Stratum_3,PUBLIC,TECHNICAL,63,51,46,61,46,67,72,54,52,48,58.6,53.4,0
4957,M,Stratum_2,PUBLIC,ACADEMIC,51,49,58,61,49,56,44,1,61,27,37.8,53.6,0
4958,F,Stratum_2,PUBLIC,ACADEMIC,76,71,60,71,62,85,94,71,75,36,72.2,68.0,1
4959,F,Stratum_2,PUBLIC,ACADEMIC,54,61,53,66,54,76,48,56,43,31,50.8,57.6,1
4960,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,74,55,64,66,57,95,79,81,51,45,70.2,63.2,0
4961,M,Stratum_4,PRIVATE,ACADEMIC,73,74,100,78,72,97,17,100,78,33,65.0,79.4,0
4962,M,Stratum_5,PRIVATE,ACADEMIC,77,71,73,82,85,87,82,90,100,97,91.2,77.6,0
4963,F,Stratum_2,PUBLIC,ACADEMIC,73,64,67,57,70,88,92,70,70,77,79.4,66.2,1
4964,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,70,50,60,74,57,62,65,35,20,42,44.8,62.2,0
4965,M,Stratum_2,PUBLIC,ACADEMIC,72,60,53,62,54,94,24,59,83,27,57.4,60.2,0
4966,M,Stratum_2,PUBLIC,ACADEMIC,54,57,55,56,46,72,49,20,39,47,45.4,53.6,0
4967,F,Stratum_3,PUBLIC,ACADEMIC,81,66,73,74,59,97,99,77,55,16,68.8,70.6,1
4968,F,Stratum_1,PUBLIC,ACADEMIC,63,53,52,65,44,87,43,15,36,15,39.2,55.4,1
4969,F,Stratum_3,PRIVATE,ACADEMIC,78,74,77,68,67,98,84,96,82,54,82.8,72.8,1
4970,F,Stratum_3,PRIVATE,ACADEMIC,67,81,77,67,78,85,84,92,93,72,85.2,74.0,1
4971,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,54,47,42,45,48,65,75,51,94,82,73.4,47.2,0
4972,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,71,60,58,58,68,75,79,10,52,96,62.4,63.0,0
4973,F,Stratum_2,PRIVATE,ACADEMIC,47,52,43,53,53,51,37,41,58,95,56.4,49.6,1
4974,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,50,47,46,49,53,30,34,36,54,75,45.8,49.0,1
4975,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,67,64,58,74,53,84,53,51,23,55,53.2,63.2,0
4976,F,Stratum_5,PRIVATE,ACADEMIC,73,71,65,75,68,98,84,74,92,100,89.6,70.4,1
4977,F,Stratum_1,PUBLIC,ACADEMIC,64,54,53,54,44,66,61,43,6,5,36.2,53.8,1
4978,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,73,58,60,69,67,84,79,94,61,0,63.6,65.4,0
4979,F,Stratum_3,PRIVATE,ACADEMIC,70,69,67,69,82,98,91,31,93,68,76.2,71.4,1
4980,M,Stratum_2,PUBLIC,ACADEMIC,46,43,50,52,49,53,42,43,26,37,40.2,48.0,0
4981,F,Stratum_3,PUBLIC,TECHNICAL,86,81,82,87,65,98,90,96,86,70,88.0,80.2,1
4982,F,Stratum_3,PUBLIC,ACADEMIC,53,53,56,53,46,34,8,42,58,53,39.0,52.2,1
4983,F,Stratum_1,PUBLIC,ACADEMIC,63,61,60,61,50,92,74,86,72,37,72.2,59.0,1
4984,F,Stratum_4,PRIVATE,ACADEMIC,68,59,67,63,68,97,73,70,63,70,74.6,65.0,1
4985,F,Stratum_4,PRIVATE,ACADEMIC,55,54,65,54,52,38,52,63,36,81,54.0,56.0,1
4986,F,Stratum_3,PUBLIC,ACADEMIC,70,74,70,70,67,27,6,1,87,75,39.2,70.2,1
4987,F,Stratum_3,PUBLIC,ACADEMIC,70,58,60,77,60,93,73,84,82,66,79.6,65.0,1
4988,M,Stratum_4,PRIVATE,ACADEMIC,74,61,58,71,80,92,79,57,93,60,76.2,68.8,0
4989,F,Stratum_3,PRIVATE,ACADEMIC,54,64,60,61,54,67,63,76,58,36,60.0,58.6,1
4990,F,Stratum_5,PRIVATE,ACADEMIC,58,59,50,65,64,61,32,29,63,78,52.6,59.2,1
4991,F,Stratum_1,PRIVATE,ACADEMIC,68,65,54,61,74,95,1,56,80,9,48.2,64.4,1
4992,M,Stratum_2,PRIVATE,ACADEMIC,56,55,58,63,50,51,53,47,68,72,58.2,56.4,0
4993,F,Stratum_4,PRIVATE,ACADEMIC,45,47,52,45,54,24,35,40,63,0,32.4,48.6,1
4994,F,Stratum_3,PRIVATE,ACADEMIC,64,56,56,58,64,68,40,14,83,9,42.8,59.6,1
4995,M,Stratum_3,PRIVATE,ACADEMIC,64,58,73,64,67,89,34,62,75,5,53.0,65.2,0
4996,F,Stratum_4,PRIVATE,ACADEMIC,96,71,82,78,82,90,99,87,96,100,94.4,81.8,1
4997,M,Stratum_2,PUBLIC,ACADEMIC,81,62,67,74,43,91,72,68,52,18,60.2,65.4,0
4998,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,68,56,56,56,57,51,80,77,59,10,55.4,58.6,0
4999,M,Stratum_2,PUBLIC,ACADEMIC,56,48,49,52,50,9,10,23,62,52,31.2,51.0,0
5000,M,Stratum_3,PUBLIC,ACADEMIC,50,58,58,55,48,84,70,64,49,54,64.2,53.8,0
5001,M,Stratum_3,PUBLIC,ACADEMIC,70,74,77,75,68,100,98,83,87,44,82.4,72.8,0
5002,M,Stratum_2,PUBLIC,ACADEMIC,57,58,62,63,70,88,3,85,86,15,55.4,62.0,0
5003,M,Stratum_3,PUBLIC,ACADEMIC,63,56,60,59,44,82,74,40,36,82,62.8,56.4,0
5004,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,50,58,65,61,57,58,12,23,65,41,39.8,58.2,1
5005,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,64,46,58,65,54,82,59,69,70,21,60.2,57.4,0
5006,F,Stratum_3,PRIVATE,ACADEMIC,52,56,47,52,68,53,85,40,92,0,54.0,55.0,1
5007,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,57,51,58,41,50,52,47,58,33,57,49.4,51.4,1
5008,M,Stratum_3,PRIVATE,ACADEMIC,54,48,51,55,46,49,28,17,55,5,30.8,50.8,0
5009,F,Stratum_4,PRIVATE,ACADEMIC,55,51,54,62,57,36,1,2,68,0,21.4,55.8,1
5010,M,Stratum_3,PUBLIC,ACADEMIC,67,52,58,67,50,85,18,61,69,66,59.8,58.8,0
5011,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,55,57,52,50,43,77,88,55,72,65,71.4,51.4,1
5012,F,Stratum_3,PRIVATE,ACADEMIC,55,48,30,45,64,88,39,44,84,66,64.2,48.4,1
5013,M,Stratum_2,PRIVATE,TECHNICAL,82,63,70,69,50,100,92,86,42,62,76.4,66.8,0
5014,M,Stratum_2,PRIVATE,TECHNICAL,60,74,70,70,46,92,88,86,75,55,79.2,64.0,0
5015,F,Stratum_2,PUBLIC,ACADEMIC,39,43,49,48,42,15,26,60,32,69,40.4,44.2,1
5016,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,58,67,60,69,39,73,80,58,5,49,53.0,58.6,0
5017,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,68,68,73,75,80,99,72,83,93,71,83.6,72.8,0
5018,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,59,49,62,61,54,25,34,39,44,98,48.0,57.0,1
5019,M,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,97,66,56,75,70,95,91,68,91,73,83.6,72.8,0
5020,M,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,48,60,58,65,58,76,53,61,65,78,66.6,57.8,0
5021,F,Stratum_2,PUBLIC,ACADEMIC,70,60,70,67,55,95,87,23,7,84,59.2,64.4,1
5022,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,60,52,67,58,46,92,86,11,35,66,58.0,56.6,1
5023,M,Stratum_5,PRIVATE,ACADEMIC,62,52,51,63,49,90,14,9,25,82,44.0,55.4,0
5024,M,Stratum_3,PRIVATE,ACADEMIC,78,66,77,82,65,94,87,83,95,61,84.0,73.6,0
5025,M,Stratum_2,PRIVATE,ACADEMIC,73,71,67,69,78,100,94,96,93,100,96.6,71.6,0
5026,M,Stratum_3,PRIVATE,ACADEMIC,96,72,82,81,95,97,96,90,95,63,88.2,85.2,0
5027,M,Stratum_4,PRIVATE,ACADEMIC,74,87,82,74,95,91,99,71,100,94,91.0,82.4,0
5028,F,Stratum_3,PRIVATE,ACADEMIC,81,64,62,82,95,97,90,87,97,43,82.8,76.8,1
5029,M,Stratum_4,PRIVATE,ACADEMIC,81,64,51,58,62,90,83,87,86,62,81.6,63.2,0
5030,M,Stratum_4,PRIVATE,ACADEMIC,54,52,53,66,78,39,24,3,89,0,31.0,60.6,0
5031,M,Stratum_2,PUBLIC,ACADEMIC,62,58,58,55,54,82,89,92,78,24,73.0,57.4,0
5032,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,56,61,64,52,58,52,27,7,77,56,43.8,58.2,1
5033,F,Stratum_4,PRIVATE,TECHNICAL/ACADEMIC,56,63,52,55,57,58,55,85,69,21,57.6,56.6,1
5034,F,Stratum_4,PRIVATE,TECHNICAL/ACADEMIC,65,53,60,61,62,82,71,70,65,79,73.4,60.2,1
5035,F,Stratum_4,PRIVATE,TECHNICAL/ACADEMIC,81,74,70,87,80,98,94,92,91,97,94.4,78.4,1
5036,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,56,55,60,51,36,30,50,11,32,74,39.4,51.6,1
5037,F,Stratum_3,PRIVATE,ACADEMIC,43,51,56,45,49,16,45,68,55,50,46.8,48.8,1
5038,F,Stratum_2,PRIVATE,ACADEMIC,45,54,51,49,59,49,47,52,80,43,54.2,51.6,1
5039,F,Stratum_4,PRIVATE,TECHNICAL/ACADEMIC,61,63,70,63,59,71,71,89,72,10,62.6,63.2,1
5040,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,67,66,58,61,80,97,85,60,100,80,84.4,66.4,1
5041,F,Stratum_4,PRIVATE,TECHNICAL/ACADEMIC,67,64,60,65,95,96,89,85,95,55,84.0,70.2,1
5042,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,53,58,47,54,68,26,59,29,85,23,44.4,56.0,1
5043,M,Stratum_1,PRIVATE,ACADEMIC,68,64,73,66,48,92,86,78,61,81,79.6,63.8,0
5044,F,Stratum_2,PUBLIC,ACADEMIC,82,69,58,70,74,93,97,79,95,96,92.0,70.6,1
5045,M,Stratum_4,PRIVATE,ACADEMIC,77,53,62,74,64,98,31,59,87,96,74.2,66.0,0
5046,M,Stratum_2,PRIVATE,ACADEMIC,73,60,60,65,76,96,52,51,90,99,77.6,66.8,0
5047,M,Stratum_4,PRIVATE,ACADEMIC,68,66,65,70,65,69,18,52,81,51,54.2,66.8,0
5048,F,Stratum_1,PUBLIC,TECHNICAL,60,60,62,71,67,72,82,63,53,100,74.0,64.0,1
5049,M,Stratum_4,PRIVATE,ACADEMIC,77,61,82,77,80,94,84,68,94,30,74.0,75.4,0
5050,M,Stratum_5,PRIVATE,ACADEMIC,72,69,68,69,80,87,86,92,93,74,86.4,71.6,0
5051,F,Stratum_4,PRIVATE,ACADEMIC,88,77,64,87,90,100,90,96,95,78,91.8,81.2,1
5052,F,Stratum_2,PRIVATE,ACADEMIC,54,56,62,68,58,51,43,29,78,60,52.2,59.6,1
5053,F,Stratum_3,PRIVATE,ACADEMIC,49,45,53,52,54,60,54,19,42,0,35.0,50.6,1
5054,F,Stratum_4,PRIVATE,ACADEMIC,82,66,54,62,80,74,77,71,93,83,79.6,68.8,1
5055,M,Stratum_2,PRIVATE,ACADEMIC,77,61,60,74,70,98,62,57,84,97,79.6,68.4,0
5056,M,Stratum_4,PRIVATE,ACADEMIC,96,75,77,81,90,99,92,93,100,85,93.8,83.8,0
5057,F,Stratum_4,PRIVATE,ACADEMIC,86,66,73,58,85,61,63,44,96,55,63.8,73.6,1
5058,M,Stratum_4,PRIVATE,ACADEMIC,87,69,58,67,62,88,64,73,92,86,80.6,68.6,0
5059,F,Stratum_3,PRIVATE,ACADEMIC,76,81,73,74,80,92,94,62,84,98,86.0,76.8,1
5060,M,Stratum_3,PRIVATE,ACADEMIC,67,60,55,58,58,69,71,67,85,25,63.4,59.6,0
5061,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,53,58,62,66,48,79,65,31,30,68,54.6,57.4,0
5062,F,Stratum_3,PRIVATE,ACADEMIC,74,72,77,60,80,99,84,83,92,76,86.8,72.6,1
5063,F,Stratum_3,PRIVATE,ACADEMIC,77,63,67,87,90,98,96,94,100,38,85.2,76.8,1
5064,F,Stratum_2,PRIVATE,ACADEMIC,64,56,67,59,95,67,77,83,92,62,76.2,68.2,1
5065,F,Stratum_1,PRIVATE,ACADEMIC,48,69,58,61,67,96,76,31,77,0,56.0,60.6,1
5066,M,Stratum_3,PRIVATE,ACADEMIC,63,57,56,55,55,75,4,27,86,7,39.8,57.2,0
5067,M,Stratum_3,PRIVATE,ACADEMIC,55,48,60,58,49,82,63,83,18,30,55.2,54.0,0
5068,F,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,74,67,62,63,53,78,51,38,72,18,51.4,63.8,1
5069,F,Stratum_3,PUBLIC,ACADEMIC,60,61,62,61,59,78,72,76,63,0,57.8,60.6,1
5070,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,82,75,77,81,54,87,100,100,89,62,87.6,73.8,0
5071,M,Stratum_3,PRIVATE,ACADEMIC,61,67,73,58,58,81,81,54,76,88,76.0,63.4,0
5072,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,45,42,44,50,40,15,15,26,32,22,22.0,44.2,0
5073,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,58,51,52,60,53,80,18,4,65,59,45.2,54.8,1
5074,F,Stratum_6,PRIVATE,ACADEMIC,87,65,82,77,80,96,84,96,96,98,94.0,78.2,1
5075,F,Stratum_4,PRIVATE,ACADEMIC,82,69,62,78,82,87,89,78,97,86,87.4,74.6,1
5076,F,Stratum_4,PRIVATE,ACADEMIC,64,69,67,64,72,98,96,96,96,76,92.4,67.2,1
5077,F,Stratum_3,PRIVATE,ACADEMIC,64,62,60,67,67,94,75,58,89,90,81.2,64.0,1
5078,F,Stratum_3,PRIVATE,ACADEMIC,64,56,52,52,70,85,59,89,83,93,81.8,58.8,1
5079,M,Stratum_4,PRIVATE,ACADEMIC,70,86,91,87,76,93,92,96,95,86,92.4,82.0,0
5080,M,Stratum_3,PRIVATE,ACADEMIC,60,45,55,62,70,69,6,48,82,47,50.4,58.4,0
5081,M,Stratum_2,PRIVATE,ACADEMIC,88,64,62,70,95,96,90,78,94,92,90.0,75.8,0
5082,F,Stratum_1,PRIVATE,ACADEMIC,65,65,58,61,64,49,57,54,75,53,57.6,62.6,1
5083,F,Stratum_2,PRIVATE,ACADEMIC,68,63,70,67,72,90,96,81,92,83,88.4,68.0,1
5084,M,Stratum_4,PRIVATE,ACADEMIC,62,54,58,71,44,85,57,60,61,38,60.2,57.8,0
5085,F,Stratum_4,PUBLIC,ACADEMIC,60,64,55,45,67,90,58,67,91,90,79.2,58.2,1
5086,M,Stratum_2,PUBLIC,ACADEMIC,59,60,60,62,52,93,61,84,61,64,72.6,58.6,0
5087,F,Stratum_4,PRIVATE,ACADEMIC,69,66,62,59,76,64,61,63,93,37,63.6,66.4,1
5088,F,Stratum_5,PRIVATE,ACADEMIC,62,52,67,63,68,98,52,58,85,71,72.8,62.4,1
5089,F,Stratum_3,PUBLIC,ACADEMIC,65,59,51,61,46,75,56,47,41,17,47.2,56.4,1
5090,F,Stratum_5,PRIVATE,ACADEMIC,77,67,64,81,72,100,81,62,92,9,68.8,72.2,1
5091,F,Stratum_3,PRIVATE,TECHNICAL,49,57,65,52,44,34,32,64,26,46,40.4,53.4,1
5092,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,50,46,47,46,50,33,53,43,6,27,32.4,47.8,0
5093,M,Stratum_3,PRIVATE,ACADEMIC,65,55,52,65,52,90,33,68,83,28,60.4,57.8,0
5094,M,Stratum_3,PRIVATE,TECHNICAL,43,40,40,38,44,32,4,15,14,95,32.0,41.0,0
5095,F,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,63,59,60,64,74,89,66,74,81,97,81.4,64.0,1
5096,M,Stratum_4,PRIVATE,TECHNICAL,73,74,65,75,62,97,94,39,67,94,78.2,69.8,0
5097,M,Stratum_2,PRIVATE,TECHNICAL,66,77,77,75,78,100,93,12,92,55,70.4,74.6,0
5098,F,Stratum_4,PRIVATE,ACADEMIC,64,58,62,62,65,11,51,60,85,90,59.4,62.2,1
5099,M,Stratum_3,PRIVATE,ACADEMIC,96,65,77,81,85,98,80,90,93,20,76.2,80.8,0
5100,F,Stratum_3,PRIVATE,ACADEMIC,65,65,73,77,78,86,88,97,83,43,79.4,71.6,1
5101,F,Stratum_4,PRIVATE,ACADEMIC,53,69,62,58,64,61,50,60,80,61,62.4,61.2,1
5102,M,Stratum_5,PRIVATE,ACADEMIC,73,56,58,58,57,61,35,33,45,65,47.8,60.4,0
5103,M,Stratum_4,PRIVATE,ACADEMIC,81,81,70,87,90,97,98,96,99,52,88.4,81.8,0
5104,M,Stratum_5,PRIVATE,ACADEMIC,87,69,73,81,78,99,99,95,94,20,81.4,77.6,0
5105,F,Stratum_5,PRIVATE,ACADEMIC,76,60,77,77,60,99,90,61,91,87,85.6,70.0,1
5106,M,Stratum_3,PRIVATE,ACADEMIC,82,74,64,72,67,68,62,53,83,24,58.0,71.8,0
5107,M,Stratum_5,PRIVATE,ACADEMIC,62,60,58,58,59,93,81,52,83,66,75.0,59.4,0
5108,M,Stratum_5,PRIVATE,ACADEMIC,73,69,77,77,82,100,97,77,95,90,91.8,75.6,0
5109,M,Stratum_5,PRIVATE,ACADEMIC,68,53,44,81,49,97,70,6,66,29,53.6,59.0,0
5110,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,71,63,62,61,49,100,16,93,76,47,66.4,61.2,0
5111,M,Stratum_2,PRIVATE,ACADEMIC,57,58,55,58,49,79,75,14,71,40,55.8,55.4,0
5112,M,Stratum_3,PRIVATE,ACADEMIC,67,74,65,67,54,98,85,87,61,51,76.4,65.4,0
5113,F,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,61,61,46,55,59,82,82,69,71,69,74.6,56.4,1
5114,F,Stratum_4,PRIVATE,ACADEMIC,62,52,47,57,52,49,10,44,65,45,42.6,54.0,1
5115,F,Stratum_3,PRIVATE,ACADEMIC,62,74,60,63,59,83,49,50,54,77,62.6,63.6,1
5116,F,Stratum_2,PRIVATE,ACADEMIC,52,52,51,53,53,71,31,38,38,21,39.8,52.2,1
5117,M,Stratum_2,PRIVATE,ACADEMIC,51,52,45,50,52,54,14,74,57,38,47.4,50.0,0
