,HI_GRADE_AVG,GENDER_bin,STRATUM_0,STRATUM_Stratum_1,STRATUM_Stratum_2,STRATUM_Stratum_3,STRATUM_Stratum_4,STRATUM_Stratum_5,STRATUM_Stratum_6
6965,55.0,0,0,0,1,0,0,0,0
9107,80.33333333333333,0,0,0,0,0,1,0,0
12254,59.333333333333336,1,0,0,1,0,0,0,0
3907,51.333333333333336,0,0,0,1,0,0,0,0
4668,63.333333333333336,0,0,0,1,0,0,0,0
10462,55.66666666666666,0,0,1,0,0,0,0,0
2045,78.0,0,0,0,1,0,0,0,0
10163,55.333333333333336,0,0,0,0,1,0,0,0
2890,63.66666666666666,0,0,0,0,1,0,0,0
2771,71.33333333333333,0,0,0,0,1,0,0,0
5450,67.66666666666667,1,0,0,0,1,0,0,0
11102,43.66666666666666,1,0,1,0,0,0,0,0
3303,55.66666666666666,1,0,0,1,0,0,0,0
11286,72.66666666666667,0,0,0,0,0,0,1,0
11646,60.333333333333336,1,0,0,0,0,1,0,0
8125,72.66666666666667,1,0,0,1,0,0,0,0
11283,53.0,0,0,0,0,0,1,0,0
10886,53.66666666666666,0,0,0,0,1,0,0,0
6803,67.66666666666667,0,0,0,1,0,0,0,0
10735,63.0,1,0,0,0,1,0,0,0
8653,56.0,0,0,0,0,1,0,0,0
3230,53.0,0,0,0,1,0,0,0,0
3193,48.66666666666666,1,0,0,1,0,0,0,0
4146,62.0,0,0,0,0,0,1,0,0
9520,61.333333333333336,0,0,0,1,0,0,0,0
9197,65.66666666666667,1,0,0,0,1,0,0,0
804,66.0,0,0,0,1,0,0,0,0
9657,57.66666666666666,1,0,0,1,0,0,0,0
5713,57.333333333333336,1,0,0,1,0,0,0,0
12305,76.66666666666667,0,0,0,0,1,0,0,0
1539,45.66666666666666,0,0,0,1,0,0,0,0
1622,50.0,0,0,1,0,0,0,0,0
3672,55.66666666666666,0,0,0,1,0,0,0,0
9130,72.0,1,0,0,0,0,1,0,0
10107,78.0,1,0,0,0,1,0,0,0
10352,56.66666666666666,1,0,0,1,0,0,0,0
11441,53.0,1,0,0,0,1,0,0,0
11673,59.0,1,0,0,1,0,0,0,0
7348,67.33333333333333,0,0,0,0,1,0,0,0
8447,66.66666666666667,1,0,0,1,0,0,0,0
8504,55.66666666666666,0,0,0,0,1,0,0,0
11226,76.33333333333333,0,0,0,0,0,0,0,1
2705,71.0,0,0,0,0,1,0,0,0
10651,72.0,0,0,0,1,0,0,0,0
14,49.333333333333336,1,0,1,0,0,0,0,0
1329,63.333333333333336,0,0,1,0,0,0,0,0
2133,75.33333333333333,0,0,0,1,0,0,0,0
1616,43.333333333333336,1,0,1,0,0,0,0,0
5458,59.0,0,0,1,0,0,0,0,0
5786,55.66666666666666,0,0,0,1,0,0,0,0
4432,49.333333333333336,1,0,0,0,1,0,0,0
3055,60.0,0,0,1,0,0,0,0,0
6464,59.66666666666666,0,0,1,0,0,0,0,0
6607,69.0,0,0,0,0,1,0,0,0
3553,60.66666666666666,1,0,0,1,0,0,0,0
7432,70.33333333333333,1,0,0,0,1,0,0,0
2645,60.66666666666666,0,0,0,0,0,1,0,0
12225,62.0,0,0,0,1,0,0,0,0
9739,54.0,1,0,0,1,0,0,0,0
10911,55.333333333333336,1,0,0,0,1,0,0,0
3468,57.0,1,0,1,0,0,0,0,0
1834,51.66666666666666,1,0,0,1,0,0,0,0
3408,51.66666666666666,1,0,1,0,0,0,0,0
3686,52.0,1,0,0,1,0,0,0,0
4282,61.333333333333336,0,0,0,0,1,0,0,0
11486,66.33333333333333,0,0,0,0,0,0,1,0
8015,63.66666666666666,1,0,0,1,0,0,0,0
7615,63.333333333333336,0,0,0,0,0,0,1,0
10991,60.333333333333336,1,0,0,0,1,0,0,0
4447,57.66666666666666,0,0,0,0,1,0,0,0
7339,53.66666666666666,0,0,0,0,1,0,0,0
8223,54.66666666666666,1,0,0,0,1,0,0,0
6690,56.66666666666666,0,0,0,1,0,0,0,0
3597,53.333333333333336,0,0,0,0,0,1,0,0
9373,78.33333333333333,0,0,0,0,1,0,0,0
10089,76.33333333333333,0,0,0,0,0,1,0,0
4178,72.33333333333333,0,0,1,0,0,0,0,0
6696,59.0,0,0,0,1,0,0,0,0
423,72.0,0,0,0,0,1,0,0,0
2423,69.33333333333333,0,0,0,0,1,0,0,0
1204,55.66666666666666,0,0,0,0,1,0,0,0
3611,51.333333333333336,1,0,0,1,0,0,0,0
9698,42.333333333333336,0,0,1,0,0,0,0,0
9740,58.66666666666666,1,0,1,0,0,0,0,0
10032,62.333333333333336,1,0,0,1,0,0,0,0
4050,60.66666666666666,1,0,0,1,0,0,0,0
10195,56.333333333333336,0,0,0,1,0,0,0,0
8742,58.333333333333336,1,0,0,1,0,0,0,0
5136,57.66666666666666,1,0,0,0,0,1,0,0
9101,44.66666666666666,0,0,0,0,1,0,0,0
299,63.66666666666666,0,0,0,0,1,0,0,0
1775,59.66666666666666,0,0,0,0,1,0,0,0
49,58.333333333333336,0,0,0,0,1,0,0,0
206,57.66666666666666,1,0,0,0,0,1,0,0
10786,56.0,1,0,0,1,0,0,0,0
12171,66.0,0,0,0,0,0,1,0,0
1910,42.66666666666666,0,0,0,1,0,0,0,0
6605,77.33333333333333,0,0,0,0,0,1,0,0
5303,73.66666666666667,1,0,0,1,0,0,0,0
4788,49.66666666666666,1,0,0,0,1,0,0,0
1161,76.66666666666667,0,0,0,0,1,0,0,0
6657,56.333333333333336,1,0,0,0,1,0,0,0
11619,63.0,1,0,0,1,0,0,0,0
8123,63.0,1,0,0,0,0,1,0,0
543,54.0,0,0,0,0,1,0,0,0
8446,65.0,0,0,0,0,0,1,0,0
10296,63.0,0,0,0,1,0,0,0,0
9125,58.0,1,0,0,1,0,0,0,0
6004,69.66666666666667,0,0,0,0,1,0,0,0
3728,51.333333333333336,1,0,0,1,0,0,0,0
2541,68.0,0,0,0,0,1,0,0,0
4344,72.66666666666667,0,0,0,1,0,0,0,0
6513,68.33333333333333,0,0,0,0,1,0,0,0
6052,55.0,1,0,0,0,1,0,0,0
2266,51.333333333333336,1,0,0,1,0,0,0,0
10969,52.66666666666666,0,0,0,0,0,1,0,0
1974,53.333333333333336,0,0,0,0,1,0,0,0
1014,66.66666666666667,0,0,0,0,0,1,0,0
6978,59.0,0,0,0,1,0,0,0,0
4551,71.0,0,0,0,0,1,0,0,0
9951,56.333333333333336,0,0,0,1,0,0,0,0
2920,60.0,1,0,0,1,0,0,0,0
868,51.66666666666666,0,0,0,1,0,0,0,0
12326,66.33333333333333,1,0,0,0,1,0,0,0
5681,56.333333333333336,1,0,0,1,0,0,0,0
10332,51.0,0,0,0,1,0,0,0,0
7213,48.66666666666666,0,0,0,1,0,0,0,0
9214,60.66666666666666,0,0,0,1,0,0,0,0
2351,66.66666666666667,0,0,0,0,1,0,0,0
12099,80.33333333333333,0,0,0,0,1,0,0,0
11067,82.66666666666667,0,0,0,0,1,0,0,0
7661,52.0,0,0,1,0,0,0,0,0
3359,70.0,1,0,0,1,0,0,0,0
2841,61.66666666666666,0,0,0,1,0,0,0,0
7625,76.33333333333333,0,0,0,0,0,1,0,0
3248,58.0,1,0,0,1,0,0,0,0
9904,65.66666666666667,0,0,0,0,0,1,0,0
3627,52.66666666666666,1,0,0,0,1,0,0,0
10077,50.333333333333336,1,0,0,0,1,0,0,0
1045,53.66666666666666,0,0,1,0,0,0,0,0
7876,77.66666666666667,1,0,0,0,1,0,0,0
8356,62.333333333333336,0,0,0,1,0,0,0,0
9591,67.33333333333333,1,0,0,0,1,0,0,0
5229,58.0,1,0,1,0,0,0,0,0
8370,66.66666666666667,1,0,0,0,1,0,0,0
9229,55.66666666666666,1,0,1,0,0,0,0,0
312,63.0,1,0,0,0,0,1,0,0
7854,59.0,1,0,0,0,1,0,0,0
11980,75.0,1,0,0,1,0,0,0,0
8020,62.66666666666666,1,0,0,0,1,0,0,0
29,46.333333333333336,1,0,0,0,1,0,0,0
1151,56.0,1,0,0,0,1,0,0,0
6971,63.333333333333336,0,0,0,0,1,0,0,0
985,71.66666666666667,0,0,0,0,0,1,0,0
8938,47.0,1,0,0,1,0,0,0,0
3685,73.0,0,0,0,0,1,0,0,0
8258,58.66666666666666,1,0,0,0,1,0,0,0
8208,54.66666666666666,0,0,0,1,0,0,0,0
8236,53.333333333333336,0,0,1,0,0,0,0,0
12313,65.0,0,0,0,0,1,0,0,0
1297,60.0,0,0,0,1,0,0,0,0
4817,62.0,1,0,0,0,0,1,0,0
1264,59.333333333333336,1,0,1,0,0,0,0,0
8178,60.333333333333336,1,0,0,1,0,0,0,0
4997,57.333333333333336,0,0,0,1,0,0,0,0
2420,49.66666666666666,0,0,0,1,0,0,0,0
7935,40.66666666666666,0,0,0,0,1,0,0,0
4311,69.0,0,0,0,1,0,0,0,0
10785,45.0,1,0,0,1,0,0,0,0
2042,58.66666666666666,0,0,0,0,1,0,0,0
10896,59.333333333333336,1,0,1,0,0,0,0,0
7686,62.333333333333336,1,0,0,0,0,0,1,0
3592,44.66666666666666,0,0,0,0,1,0,0,0
8133,66.33333333333333,1,0,0,0,1,0,0,0
7802,60.66666666666666,0,0,0,0,1,0,0,0
103,59.0,0,0,0,0,0,1,0,0
6986,61.333333333333336,1,0,0,0,1,0,0,0
1066,77.0,1,0,0,0,0,0,1,0
9150,63.66666666666666,1,0,0,1,0,0,0,0
6189,65.0,1,0,0,0,0,1,0,0
5645,70.0,0,0,1,0,0,0,0,0
3038,45.333333333333336,0,0,1,0,0,0,0,0
6940,52.66666666666666,0,0,0,1,0,0,0,0
3668,49.0,0,0,0,0,1,0,0,0
6447,58.333333333333336,1,0,0,1,0,0,0,0
8058,65.0,0,0,1,0,0,0,0,0
1743,48.66666666666666,0,0,0,1,0,0,0,0
8451,47.0,1,0,0,0,1,0,0,0
2631,62.0,0,0,0,1,0,0,0,0
7400,54.66666666666666,1,0,0,0,1,0,0,0
9368,51.0,0,0,0,0,1,0,0,0
9052,58.66666666666666,1,0,0,0,1,0,0,0
8926,55.333333333333336,1,0,0,1,0,0,0,0
10038,74.66666666666667,0,0,0,0,0,1,0,0
10684,44.333333333333336,1,0,0,1,0,0,0,0
10742,47.0,0,0,0,1,0,0,0,0
2021,63.66666666666666,0,0,0,0,1,0,0,0
8402,54.66666666666666,1,0,1,0,0,0,0,0
8355,65.66666666666667,0,0,0,0,1,0,0,0
1214,61.0,0,0,0,1,0,0,0,0
1273,71.66666666666667,0,0,0,0,1,0,0,0
941,47.0,0,0,1,0,0,0,0,0
7345,64.0,0,0,0,1,0,0,0,0
915,63.333333333333336,1,0,0,0,1,0,0,0
1765,63.333333333333336,0,0,0,0,1,0,0,0
2673,55.66666666666666,0,0,0,0,0,1,0,0
291,58.0,1,0,0,1,0,0,0,0
6389,47.0,0,0,1,0,0,0,0,0
8394,62.0,1,0,0,1,0,0,0,0
11711,55.66666666666666,0,0,0,0,0,1,0,0
3806,66.66666666666667,0,0,1,0,0,0,0,0
4420,73.0,0,0,0,0,0,0,0,1
11536,77.66666666666667,0,0,0,0,0,1,0,0
5764,58.333333333333336,0,0,1,0,0,0,0,0
1860,59.66666666666666,1,0,0,0,1,0,0,0
758,81.66666666666667,1,0,0,1,0,0,0,0
7161,44.333333333333336,1,0,0,0,1,0,0,0
9676,43.333333333333336,1,0,0,1,0,0,0,0
3991,46.333333333333336,0,0,1,0,0,0,0,0
10304,51.0,1,0,1,0,0,0,0,0
1132,66.33333333333333,0,0,0,1,0,0,0,0
1799,92.66666666666669,1,0,0,0,0,1,0,0
3832,73.66666666666667,0,0,0,0,1,0,0,0
7738,54.66666666666666,0,0,1,0,0,0,0,0
10155,56.333333333333336,0,0,0,0,0,0,1,0
4221,62.333333333333336,1,0,0,1,0,0,0,0
6648,51.66666666666666,1,0,0,0,1,0,0,0
8887,53.66666666666666,0,0,0,1,0,0,0,0
8617,59.0,1,0,0,0,0,1,0,0
6208,71.33333333333333,1,0,0,0,0,1,0,0
9515,58.333333333333336,0,0,0,0,1,0,0,0
5124,52.66666666666666,1,0,1,0,0,0,0,0
2397,64.0,1,0,0,0,1,0,0,0
9375,59.0,0,0,0,1,0,0,0,0
11817,73.33333333333333,1,0,0,0,0,1,0,0
7815,74.33333333333333,0,0,0,0,0,0,1,0
7478,46.0,0,0,0,1,0,0,0,0
6935,58.0,0,0,0,0,1,0,0,0
7597,67.66666666666667,0,0,0,0,0,0,1,0
10111,58.0,0,0,0,0,1,0,0,0
3008,49.66666666666666,0,0,0,1,0,0,0,0
8922,50.66666666666666,0,0,0,1,0,0,0,0
3333,45.0,1,0,0,1,0,0,0,0
10030,60.0,0,0,0,0,1,0,0,0
4645,45.0,0,0,0,0,1,0,0,0
4208,69.33333333333333,0,0,0,0,0,0,0,1
1486,55.0,1,0,0,1,0,0,0,0
12065,60.333333333333336,1,0,0,0,0,1,0,0
1599,53.333333333333336,0,0,0,1,0,0,0,0
12241,72.66666666666667,0,0,0,1,0,0,0,0
9362,61.66666666666666,0,0,0,0,1,0,0,0
11052,63.333333333333336,0,0,1,0,0,0,0,0
4034,46.333333333333336,0,0,0,0,1,0,0,0
5737,46.0,0,0,0,1,0,0,0,0
6557,75.33333333333333,1,0,0,0,1,0,0,0
9768,76.0,1,0,0,1,0,0,0,0
157,60.66666666666666,0,0,0,1,0,0,0,0
3779,54.66666666666666,0,0,0,1,0,0,0,0
9766,70.0,0,0,0,1,0,0,0,0
378,76.33333333333333,0,0,0,1,0,0,0,0
10160,58.333333333333336,0,0,0,1,0,0,0,0
3141,44.0,0,0,0,1,0,0,0,0
3109,64.0,1,0,0,0,0,1,0,0
9455,52.333333333333336,1,0,0,0,1,0,0,0
3590,65.66666666666667,1,0,0,1,0,0,0,0
6838,49.66666666666666,0,0,1,0,0,0,0,0
8092,47.66666666666666,0,0,0,1,0,0,0,0
992,52.333333333333336,0,0,0,1,0,0,0,0
12170,76.33333333333333,1,0,0,0,1,0,0,0
3846,54.333333333333336,0,0,1,0,0,0,0,0
5429,59.0,1,0,0,1,0,0,0,0
8051,58.0,0,0,0,1,0,0,0,0
930,54.333333333333336,1,0,0,0,1,0,0,0
6590,71.33333333333333,0,0,0,1,0,0,0,0
3494,50.66666666666666,0,0,0,0,1,0,0,0
9480,86.33333333333333,1,0,0,0,0,1,0,0
7637,53.0,0,0,0,0,0,1,0,0
10512,57.0,0,0,0,1,0,0,0,0
1430,47.0,0,0,0,1,0,0,0,0
11041,76.33333333333333,1,0,0,0,1,0,0,0
6064,50.0,0,0,0,1,0,0,0,0
5578,60.0,1,0,0,0,1,0,0,0
11279,67.66666666666667,0,0,0,0,0,1,0,0
8643,56.333333333333336,0,0,1,0,0,0,0,0
4137,50.333333333333336,1,0,0,0,1,0,0,0
9649,57.0,1,0,0,1,0,0,0,0
6877,56.0,0,0,0,0,1,0,0,0
1628,57.66666666666666,0,0,1,0,0,0,0,0
12346,82.33333333333333,0,0,0,0,1,0,0,0
4762,57.0,0,0,0,0,1,0,0,0
2603,60.66666666666666,0,0,0,0,1,0,0,0
784,55.333333333333336,0,0,0,1,0,0,0,0
1306,51.0,0,0,1,0,0,0,0,0
12282,55.0,0,0,0,1,0,0,0,0
6806,58.333333333333336,0,0,0,1,0,0,0,0
2150,47.333333333333336,0,0,0,1,0,0,0,0
6023,51.333333333333336,0,0,0,0,1,0,0,0
8195,64.0,1,0,0,0,0,1,0,0
6936,65.66666666666667,0,0,0,0,0,0,1,0
213,60.0,0,0,0,0,0,1,0,0
5866,54.66666666666666,1,0,0,1,0,0,0,0
3047,58.333333333333336,0,0,1,0,0,0,0,0
3985,58.0,1,0,0,1,0,0,0,0
6959,58.333333333333336,0,0,0,0,1,0,0,0
3758,45.0,0,0,1,0,0,0,0,0
3593,53.66666666666666,0,0,0,0,0,0,1,0
10970,52.0,1,0,0,0,0,1,0,0
706,55.333333333333336,0,0,0,0,1,0,0,0
9271,48.333333333333336,0,0,0,1,0,0,0,0
8057,57.66666666666666,1,0,1,0,0,0,0,0
276,54.0,1,0,0,1,0,0,0,0
1292,46.333333333333336,0,0,0,1,0,0,0,0
6086,52.333333333333336,1,0,1,0,0,0,0,0
3924,49.66666666666666,0,0,0,0,1,0,0,0
5262,44.66666666666666,1,0,0,1,0,0,0,0
4599,38.66666666666666,0,0,0,0,1,0,0,0
6241,69.0,0,0,0,1,0,0,0,0
6049,50.0,1,0,0,0,1,0,0,0
2857,70.66666666666667,1,0,0,0,1,0,0,0
7596,55.333333333333336,0,0,0,0,1,0,0,0
8348,62.66666666666666,1,0,0,0,0,0,0,1
1572,55.66666666666666,0,0,0,0,1,0,0,0
2666,59.66666666666666,1,0,0,0,1,0,0,0
2164,66.66666666666667,0,0,0,1,0,0,0,0
4613,56.333333333333336,0,0,0,0,0,1,0,0
6573,51.66666666666666,1,0,0,0,1,0,0,0
5852,57.0,0,0,0,0,0,1,0,0
6356,44.0,1,0,0,1,0,0,0,0
642,66.0,1,0,0,0,0,1,0,0
11148,81.33333333333333,0,0,0,0,0,0,0,1
12391,61.333333333333336,1,0,0,0,1,0,0,0
3589,48.0,0,0,0,1,0,0,0,0
7306,61.333333333333336,0,0,0,0,1,0,0,0
7423,44.333333333333336,0,0,1,0,0,0,0,0
81,63.0,0,0,0,0,0,1,0,0
9755,43.66666666666666,1,0,1,0,0,0,0,0
10836,54.0,0,0,0,1,0,0,0,0
3348,48.66666666666666,0,0,1,0,0,0,0,0
745,62.66666666666666,0,0,1,0,0,0,0,0
5399,50.333333333333336,1,0,0,1,0,0,0,0
2054,59.66666666666666,0,0,0,1,0,0,0,0
7892,51.333333333333336,0,0,0,1,0,0,0,0
9461,69.0,0,0,0,0,0,0,1,0
10892,89.66666666666667,0,0,0,1,0,0,0,0
10461,66.66666666666667,0,0,0,1,0,0,0,0
6651,63.66666666666666,1,0,0,1,0,0,0,0
3772,54.0,1,0,0,1,0,0,0,0
11027,78.66666666666667,0,0,1,0,0,0,0,0
8556,67.66666666666667,1,0,0,1,0,0,0,0
10549,52.66666666666666,1,0,1,0,0,0,0,0
8472,51.333333333333336,1,0,0,1,0,0,0,0
3460,61.66666666666666,1,0,1,0,0,0,0,0
734,72.0,1,0,0,1,0,0,0,0
3424,67.66666666666667,1,0,0,0,0,1,0,0
11926,67.0,0,0,1,0,0,0,0,0
4251,50.66666666666666,1,0,0,0,1,0,0,0
9295,83.0,0,0,0,1,0,0,0,0
9926,41.333333333333336,1,0,1,0,0,0,0,0
4470,54.0,0,0,0,0,0,0,1,0
3618,69.0,0,0,0,1,0,0,0,0
11069,80.33333333333333,0,0,0,0,1,0,0,0
10233,60.66666666666666,0,0,0,0,1,0,0,0
2532,84.33333333333333,0,0,0,0,1,0,0,0
10721,62.0,0,0,0,1,0,0,0,0
5599,82.0,1,0,0,0,0,1,0,0
226,45.333333333333336,0,0,0,0,0,1,0,0
8787,50.333333333333336,1,0,0,0,1,0,0,0
8717,70.33333333333333,0,0,0,0,0,0,1,0
728,40.66666666666666,0,0,1,0,0,0,0,0
2281,78.33333333333333,0,0,0,0,1,0,0,0
9032,74.0,0,0,0,0,0,1,0,0
2937,74.66666666666667,0,0,0,0,0,1,0,0
4500,70.33333333333333,0,0,0,0,0,0,0,1
9059,63.66666666666666,1,0,0,0,1,0,0,0
7613,58.333333333333336,1,0,0,0,1,0,0,0
7648,81.0,0,0,0,0,0,1,0,0
2157,52.66666666666666,0,0,0,0,1,0,0,0
10025,55.0,1,0,1,0,0,0,0,0
4188,53.0,0,0,1,0,0,0,0,0
11923,68.66666666666667,0,0,1,0,0,0,0,0
1245,74.33333333333333,0,0,0,0,0,0,0,1
1115,67.0,1,0,0,0,1,0,0,0
4665,55.333333333333336,0,0,0,0,0,1,0,0
11918,42.66666666666666,1,0,0,1,0,0,0,0
11605,77.66666666666667,1,0,0,0,0,1,0,0
2078,49.66666666666666,0,0,0,1,0,0,0,0
12359,63.0,1,0,0,1,0,0,0,0
1831,80.0,0,0,0,0,0,0,1,0
8281,62.333333333333336,0,0,0,0,1,0,0,0
10456,51.0,0,0,1,0,0,0,0,0
6433,58.333333333333336,0,0,0,0,1,0,0,0
3819,58.0,1,0,0,1,0,0,0,0
11804,83.33333333333333,0,0,0,0,1,0,0,0
11208,68.33333333333333,1,0,0,0,1,0,0,0
3079,63.333333333333336,0,0,0,1,0,0,0,0
5977,82.66666666666667,0,0,0,0,1,0,0,0
12019,77.33333333333333,0,0,0,0,0,0,1,0
52,71.66666666666667,0,0,0,0,0,0,1,0
2766,71.0,1,0,0,0,1,0,0,0
3081,74.33333333333333,0,0,0,0,1,0,0,0
1496,54.0,0,0,0,1,0,0,0,0
1208,53.0,0,0,1,0,0,0,0,0
12,57.66666666666666,1,0,0,0,1,0,0,0
8475,64.66666666666667,0,0,0,1,0,0,0,0
933,51.66666666666666,1,0,0,1,0,0,0,0
8525,59.0,0,0,1,0,0,0,0,0
5358,47.66666666666666,1,0,0,1,0,0,0,0
3087,61.333333333333336,0,0,0,0,0,1,0,0
11705,62.66666666666666,0,0,0,0,1,0,0,0
8430,47.0,0,0,0,0,0,1,0,0
1648,44.66666666666666,0,0,0,0,1,0,0,0
5568,50.333333333333336,0,0,0,1,0,0,0,0
8283,47.66666666666666,0,0,0,1,0,0,0,0
2013,61.0,0,0,0,1,0,0,0,0
6330,53.333333333333336,1,0,1,0,0,0,0,0
7852,67.66666666666667,1,0,0,0,0,0,0,1
8176,52.0,1,0,0,0,1,0,0,0
3255,60.0,1,0,0,1,0,0,0,0
2517,72.0,0,0,0,0,1,0,0,0
2808,64.0,1,0,0,0,0,1,0,0
6585,60.66666666666666,1,0,0,1,0,0,0,0
9533,43.333333333333336,1,0,0,0,1,0,0,0
5409,55.0,1,0,0,1,0,0,0,0
10994,60.0,1,0,1,0,0,0,0,0
5574,60.0,0,0,0,0,0,0,1,0
3142,65.0,0,0,0,1,0,0,0,0
4504,70.33333333333333,0,0,0,0,1,0,0,0
10691,69.0,0,0,0,0,0,0,1,0
7591,49.66666666666666,1,0,0,0,1,0,0,0
2822,67.0,0,0,0,1,0,0,0,0
5307,67.66666666666667,0,0,0,1,0,0,0,0
2036,49.66666666666666,1,0,0,0,1,0,0,0
1190,60.66666666666666,1,0,0,1,0,0,0,0
1186,65.0,0,0,0,1,0,0,0,0
4924,62.66666666666666,0,0,0,0,0,1,0,0
6647,64.33333333333333,1,0,0,1,0,0,0,0
2891,53.0,1,0,0,1,0,0,0,0
11175,68.0,1,0,0,0,0,0,0,1
9667,68.33333333333333,0,0,0,0,1,0,0,0
5805,73.66666666666667,1,0,0,1,0,0,0,0
292,55.0,1,0,0,1,0,0,0,0
4777,81.0,0,0,0,1,0,0,0,0
7580,54.0,0,0,1,0,0,0,0,0
2625,53.0,0,0,0,0,1,0,0,0
7861,62.66666666666666,0,0,0,1,0,0,0,0
10360,54.333333333333336,0,0,0,1,0,0,0,0
6022,52.66666666666666,0,0,0,0,1,0,0,0
131,51.66666666666666,0,0,0,0,1,0,0,0
1835,53.66666666666666,1,0,1,0,0,0,0,0
2075,78.0,0,0,0,1,0,0,0,0
4628,71.33333333333333,1,0,0,0,0,1,0,0
1047,52.0,0,0,1,0,0,0,0,0
5841,54.0,1,0,0,0,0,1,0,0
5851,80.33333333333333,0,0,0,0,1,0,0,0
3691,60.333333333333336,1,0,0,0,1,0,0,0
8216,52.0,1,0,0,1,0,0,0,0
3802,59.66666666666666,0,0,0,0,1,0,0,0
8855,79.0,0,0,1,0,0,0,0,0
3675,56.333333333333336,0,0,1,0,0,0,0,0
7003,58.66666666666666,0,0,0,0,1,0,0,0
8227,60.0,0,0,0,0,1,0,0,0
3629,54.66666666666666,0,0,0,1,0,0,0,0
8035,50.333333333333336,1,0,0,1,0,0,0,0
6143,52.333333333333336,0,0,0,0,1,0,0,0
6202,72.0,1,0,1,0,0,0,0,0
10113,52.66666666666666,0,0,0,1,0,0,0,0
11485,71.66666666666667,0,0,0,0,0,0,1,0
4671,60.0,0,0,0,0,1,0,0,0
2368,55.66666666666666,1,1,0,0,0,0,0,0
2216,47.0,1,0,0,1,0,0,0,0
2875,52.66666666666666,0,0,0,1,0,0,0,0
12194,55.0,0,0,0,0,0,1,0,0
12212,69.66666666666667,0,0,0,1,0,0,0,0
3621,61.66666666666666,1,0,0,1,0,0,0,0
875,42.333333333333336,1,0,1,0,0,0,0,0
936,39.0,0,0,0,1,0,0,0,0
7990,64.0,1,0,0,0,1,0,0,0
4894,61.333333333333336,0,0,0,0,1,0,0,0
8873,75.33333333333333,0,0,0,0,0,1,0,0
3543,64.66666666666667,0,0,0,1,0,0,0,0
8751,62.0,0,0,0,0,1,0,0,0
666,56.333333333333336,0,0,1,0,0,0,0,0
3386,54.333333333333336,0,0,0,1,0,0,0,0
7813,50.333333333333336,1,0,0,1,0,0,0,0
3743,73.0,0,0,0,1,0,0,0,0
11543,69.33333333333333,0,0,0,0,1,0,0,0
2823,57.333333333333336,0,0,0,0,1,0,0,0
6732,49.0,1,0,0,1,0,0,0,0
8921,55.333333333333336,0,0,0,0,1,0,0,0
3011,61.0,0,0,0,1,0,0,0,0
9463,53.66666666666666,1,0,0,0,1,0,0,0
5484,54.333333333333336,0,0,0,1,0,0,0,0
12265,57.333333333333336,0,0,0,0,0,0,1,0
10718,70.33333333333333,1,0,0,0,1,0,0,0
4688,68.66666666666667,0,0,0,0,0,0,0,1
5515,75.66666666666667,1,0,0,0,1,0,0,0
4186,59.333333333333336,0,0,0,0,1,0,0,0
5025,72.0,0,0,0,1,0,0,0,0
6924,57.66666666666666,0,0,0,0,0,1,0,0
10827,52.66666666666666,0,0,0,1,0,0,0,0
5439,67.0,1,0,0,0,1,0,0,0
508,59.333333333333336,0,0,1,0,0,0,0,0
9794,49.66666666666666,1,0,0,0,1,0,0,0
8627,65.33333333333333,1,0,0,1,0,0,0,0
8280,64.0,0,0,0,0,1,0,0,0
7707,49.66666666666666,1,0,0,0,1,0,0,0
2904,49.333333333333336,0,0,0,0,1,0,0,0
10447,61.333333333333336,0,0,1,0,0,0,0,0
3978,57.0,1,0,0,1,0,0,0,0
6765,49.66666666666666,0,0,0,0,1,0,0,0
346,63.66666666666666,1,0,0,1,0,0,0,0
1339,60.66666666666666,0,0,0,1,0,0,0,0
11496,61.66666666666666,1,0,0,0,1,0,0,0
6636,58.0,0,0,0,1,0,0,0,0
2646,64.33333333333333,0,0,0,0,1,0,0,0
12069,59.333333333333336,0,0,0,0,1,0,0,0
10166,67.66666666666667,0,0,0,0,1,0,0,0
5827,60.66666666666666,0,0,0,0,1,0,0,0
3993,42.66666666666666,0,0,0,1,0,0,0,0
141,45.0,0,0,1,0,0,0,0,0
10437,56.333333333333336,1,0,0,1,0,0,0,0
7419,76.66666666666667,1,0,0,0,1,0,0,0
4984,64.66666666666667,1,0,0,0,0,1,0,0
721,48.66666666666666,0,0,0,1,0,0,0,0
2836,69.33333333333333,1,0,0,0,0,1,0,0
11314,62.66666666666666,1,0,0,0,0,0,0,1
11958,65.0,0,0,0,1,0,0,0,0
11738,57.333333333333336,1,0,0,0,1,0,0,0
9324,55.66666666666666,0,0,0,0,1,0,0,0
530,58.0,0,0,0,1,0,0,0,0
9854,69.33333333333333,0,0,0,0,1,0,0,0
12218,66.33333333333333,0,0,0,1,0,0,0,0
1429,63.0,1,0,0,1,0,0,0,0
2858,51.0,1,0,0,0,1,0,0,0
9380,68.0,1,0,0,1,0,0,0,0
8324,51.0,0,0,0,1,0,0,0,0
1553,56.333333333333336,0,0,0,0,1,0,0,0
8110,63.66666666666666,0,0,1,0,0,0,0,0
10207,47.333333333333336,0,0,1,0,0,0,0,0
1299,50.66666666666666,1,0,0,1,0,0,0,0
1881,46.0,1,0,1,0,0,0,0,0
1162,67.33333333333333,0,0,0,0,0,0,1,0
8870,50.0,0,0,0,1,0,0,0,0
