,HI_GRADE_AVG,GENDER_bin,STRATUM_0,STRATUM_Stratum_1,STRATUM_Stratum_2,STRATUM_Stratum_3,STRATUM_Stratum_4,STRATUM_Stratum_5,STRATUM_Stratum_6
5517,75.33333333333333,1,0,0,0,0,0,1,0
7574,65.33333333333333,0,0,0,1,0,0,0,0
3462,64.33333333333333,1,0,1,0,0,0,0,0
7193,63.66666666666666,1,0,0,0,1,0,0,0
4498,70.66666666666667,1,0,0,0,0,0,0,1
3911,67.66666666666667,0,0,0,1,0,0,0,0
91,72.66666666666667,0,0,0,0,0,1,0,0
10180,45.333333333333336,1,0,0,1,0,0,0,0
3178,41.0,0,0,0,1,0,0,0,0
4767,68.66666666666667,0,0,0,0,1,0,0,0
10849,53.0,0,0,0,0,1,0,0,0
4167,46.0,0,0,0,0,0,0,0,1
432,51.66666666666666,1,0,0,1,0,0,0,0
190,51.0,1,0,0,0,1,0,0,0
11720,64.33333333333333,0,0,0,0,1,0,0,0
4372,71.66666666666667,0,0,0,0,0,0,1,0
6991,89.66666666666667,0,0,0,0,1,0,0,0
1557,55.333333333333336,1,0,0,0,1,0,0,0
10460,50.0,0,0,1,0,0,0,0,0
11875,58.333333333333336,0,0,0,0,1,0,0,0
9555,53.66666666666666,0,0,0,1,0,0,0,0
3416,52.66666666666666,0,0,1,0,0,0,0,0
6845,45.66666666666666,0,0,0,1,0,0,0,0
10453,46.333333333333336,1,0,0,0,1,0,0,0
3176,72.0,0,0,0,1,0,0,0,0
11324,69.33333333333333,1,0,0,0,0,0,0,1
6048,67.33333333333333,1,0,0,0,1,0,0,0
280,48.66666666666666,0,0,0,0,0,1,0,0
209,53.66666666666666,0,0,0,0,1,0,0,0
5820,49.0,0,0,0,0,1,0,0,0
1560,69.0,0,0,0,1,0,0,0,0
3103,47.66666666666666,0,0,0,1,0,0,0,0
7327,49.0,0,0,0,1,0,0,0,0
647,49.66666666666666,0,0,0,0,0,1,0,0
9583,68.0,1,0,0,0,1,0,0,0
11991,73.33333333333333,1,0,0,0,0,0,0,1
858,47.0,0,0,0,1,0,0,0,0
10906,54.66666666666666,0,0,0,1,0,0,0,0
242,63.0,0,0,0,0,1,0,0,0
6900,72.0,0,0,0,1,0,0,0,0
8540,60.333333333333336,1,0,1,0,0,0,0,0
9305,50.333333333333336,1,0,0,0,0,1,0,0
6669,47.0,0,0,0,1,0,0,0,0
2560,58.0,0,0,0,0,1,0,0,0
8533,49.66666666666666,0,0,0,1,0,0,0,0
2586,49.66666666666666,0,0,1,0,0,0,0,0
8404,48.0,1,0,1,0,0,0,0,0
8069,63.0,1,0,0,1,0,0,0,0
919,49.0,0,0,0,0,1,0,0,0
3841,65.0,0,0,1,0,0,0,0,0
6238,62.66666666666666,0,0,0,0,1,0,0,0
11621,58.0,1,0,1,0,0,0,0,0
7302,43.333333333333336,0,0,0,1,0,0,0,0
12061,68.33333333333333,1,0,0,0,0,1,0,0
3904,55.333333333333336,0,0,0,1,0,0,0,0
9607,68.0,0,0,0,0,0,1,0,0
3953,48.0,0,0,0,0,1,0,0,0
4418,61.0,0,0,0,0,0,1,0,0
7340,96.66666666666669,0,0,0,0,0,0,1,0
2363,51.66666666666666,0,0,0,0,1,0,0,0
5880,61.0,0,0,0,0,0,1,0,0
2617,63.333333333333336,1,0,0,0,0,0,1,0
5911,62.0,0,0,0,0,0,0,0,1
10985,49.0,1,0,0,1,0,0,0,0
6406,80.33333333333333,1,0,1,0,0,0,0,0
1627,57.66666666666666,1,0,0,1,0,0,0,0
6445,45.333333333333336,0,0,0,0,1,0,0,0
10533,65.0,1,0,0,0,1,0,0,0
3434,52.0,0,0,0,1,0,0,0,0
4410,79.66666666666667,0,0,0,0,0,0,0,1
8537,62.0,0,0,0,1,0,0,0,0
5226,73.66666666666667,1,0,0,0,1,0,0,0
1428,67.66666666666667,0,0,0,1,0,0,0,0
3187,63.333333333333336,0,0,0,0,1,0,0,0
11698,57.333333333333336,0,0,0,0,0,0,0,1
6457,64.66666666666667,0,0,0,1,0,0,0,0
6979,80.33333333333333,1,0,0,0,1,0,0,0
8529,59.0,0,0,0,0,1,0,0,0
1043,43.333333333333336,0,0,1,0,0,0,0,0
1714,46.66666666666666,0,0,0,1,0,0,0,0
6843,59.333333333333336,0,0,0,1,0,0,0,0
6344,54.0,1,0,0,1,0,0,0,0
10439,47.333333333333336,1,0,0,1,0,0,0,0
551,59.333333333333336,1,0,0,0,1,0,0,0
1944,67.33333333333333,0,0,0,1,0,0,0,0
7654,50.333333333333336,0,0,0,0,1,0,0,0
11282,73.0,1,0,0,0,0,0,1,0
3400,51.0,0,0,0,1,0,0,0,0
3099,47.0,1,0,0,0,1,0,0,0
11381,63.66666666666666,0,0,0,0,1,0,0,0
10885,58.333333333333336,0,0,0,1,0,0,0,0
4074,70.0,1,0,0,1,0,0,0,0
1279,70.33333333333333,0,0,0,0,1,0,0,0
4547,66.66666666666667,0,0,0,0,0,1,0,0
7609,54.66666666666666,1,0,0,1,0,0,0,0
8880,52.66666666666666,1,0,0,1,0,0,0,0
11193,69.33333333333333,0,0,0,0,0,0,1,0
11219,70.0,1,0,0,0,0,0,0,1
3805,42.0,1,0,1,0,0,0,0,0
4333,90.33333333333331,0,0,0,0,0,1,0,0
7812,64.0,0,0,1,0,0,0,0,0
7645,65.66666666666667,0,0,1,0,0,0,0,0
7141,57.333333333333336,1,0,0,1,0,0,0,0
10950,62.0,0,0,0,1,0,0,0,0
2050,56.0,0,0,0,0,1,0,0,0
4614,73.66666666666667,1,0,0,1,0,0,0,0
10708,57.333333333333336,0,0,0,1,0,0,0,0
10065,68.66666666666667,0,0,0,0,1,0,0,0
2550,61.333333333333336,0,0,0,0,0,1,0,0
12084,59.333333333333336,0,0,0,0,1,0,0,0
10932,45.66666666666666,1,0,0,0,1,0,0,0
3798,69.0,0,0,0,0,0,0,1,0
5691,70.66666666666667,0,0,0,0,0,1,0,0
3308,56.0,1,0,1,0,0,0,0,0
7610,64.33333333333333,0,0,0,1,0,0,0,0
8913,72.33333333333333,0,0,0,0,0,1,0,0
8319,66.0,1,0,0,0,1,0,0,0
1684,53.66666666666666,1,0,0,0,1,0,0,0
2567,68.0,0,0,0,0,1,0,0,0
