,HI_GRADE_AVG,GENDER_bin,STRATUM_0,STRATUM_Stratum_1,STRATUM_Stratum_2,STRATUM_Stratum_3,STRATUM_Stratum_4,STRATUM_Stratum_5,STRATUM_Stratum_6
2988,-1.188711742191802,-0.8272793395915531,0,1,0,0,0,0,0
5916,-0.1443469423831259,1.2086841511224595,0,0,0,1,0,0,0
3435,-0.1780361294737279,-0.8272793395915531,0,0,1,0,0,0,0
6269,2.483409650683868,-0.8272793395915531,0,1,0,0,0,0,0
3964,-1.7614279227320446,1.2086841511224595,0,0,1,0,0,0,0
2494,-0.7170631229233678,-0.8272793395915531,0,0,0,1,0,0,0
47,0.5294367994289233,1.2086841511224595,0,0,0,0,0,1,0
7013,-0.3464820649267408,-0.8272793395915531,0,0,1,0,0,0,0
2152,0.192544928522899,-0.8272793395915531,0,0,1,0,0,0,0
8017,-0.851819871285778,-0.8272793395915531,0,0,1,0,0,0,0
2530,0.6305043607007307,-0.8272793395915531,0,0,0,1,0,0,0
10679,1.0010854186973583,-0.8272793395915531,0,0,0,0,0,0,1
5617,0.3609908639759118,-0.8272793395915531,0,0,1,0,0,0,0
1950,-1.02026580673879,-0.8272793395915531,0,0,1,0,0,0,0
597,0.0914773672510915,1.2086841511224595,0,0,1,0,0,0,0
4233,0.6305043607007307,1.2086841511224595,0,0,1,0,0,0,0
11827,-0.1780361294737279,-0.8272793395915531,0,1,0,0,0,0,0
8310,1.6074907863282029,1.2086841511224595,0,0,0,1,0,0,0
2527,-0.3464820649267408,-0.8272793395915531,0,0,0,0,1,0,0
1217,1.0347746057879603,-0.8272793395915531,0,0,1,0,0,0,0
2483,-0.3127928778361381,1.2086841511224595,0,0,0,0,1,0,0
1689,1.1021529799691658,-0.8272793395915531,0,0,0,1,0,0,0
2169,0.5631259865195267,-0.8272793395915531,0,0,0,0,1,0,0
8583,0.866328670334949,1.2086841511224595,0,0,1,0,0,0,0
1242,1.0010854186973583,-0.8272793395915531,0,0,0,0,0,0,1
9890,-0.1106577552925232,-0.8272793395915531,0,0,0,0,1,0,0
7112,-0.5823063745609577,-0.8272793395915531,0,0,1,0,0,0,0
6521,0.2599233027041037,-0.8272793395915531,0,1,0,0,0,0,0
10765,-0.9865766196481872,-0.8272793395915531,0,0,0,1,0,0,0
860,-2.064630606547467,-0.8272793395915531,0,0,1,0,0,0,0
12034,0.1251665543416943,1.2086841511224595,0,0,0,0,1,0,0
4057,-1.6940495485508391,-0.8272793395915531,0,0,0,0,1,0,0
11298,1.3042881025127806,1.2086841511224595,0,0,0,0,1,0,0
9207,-0.6159955616515603,-0.8272793395915531,0,1,0,0,0,0,0
12163,1.068463792878564,-0.8272793395915531,0,0,0,1,0,0,0
10311,1.371666476693986,-0.8272793395915531,0,0,0,0,1,0,0
6400,-0.9528874325575852,1.2086841511224595,0,0,1,0,0,0,0
2815,-0.4138604391079455,1.2086841511224595,0,0,1,0,0,0,0
1886,-0.1106577552925232,1.2086841511224595,0,1,0,0,0,0,0
4792,-0.1106577552925232,-0.8272793395915531,0,0,1,0,0,0,0
10225,0.2262341156135017,-0.8272793395915531,0,0,0,1,0,0,0
7970,-0.8855090583763799,1.2086841511224595,0,0,1,0,0,0,0
9140,-1.188711742191802,-0.8272793395915531,0,0,1,0,0,0,0
12165,1.8096259088718176,-0.8272793395915531,0,0,0,1,0,0,0
84,-1.4245360518260195,-0.8272793395915531,0,0,0,0,1,0,0
12207,1.84331509596242,-0.8272793395915531,0,0,0,0,0,1,0
7576,0.4957476123383212,1.2086841511224595,0,0,0,1,0,0,0
9404,0.5631259865195267,1.2086841511224595,0,0,0,0,1,0,0
249,-0.4812388132891502,1.2086841511224595,0,0,0,1,0,0,0
10544,0.192544928522899,1.2086841511224595,0,0,0,1,0,0,0
1205,-0.6159955616515603,1.2086841511224595,0,0,0,1,0,0,0
664,-0.7170631229233678,-0.8272793395915531,0,0,0,1,0,0,0
5800,0.0240989930698868,-0.8272793395915531,0,0,1,0,0,0,0
2415,0.9337070445161528,1.2086841511224595,0,0,0,1,0,0,0
12283,1.1021529799691658,-0.8272793395915531,0,0,0,1,0,0,0
368,-1.5256036130978272,1.2086841511224595,0,1,0,0,0,0,0
2886,-0.0432793811113185,-0.8272793395915531,0,0,0,1,0,0,0
11333,2.146517779777842,-0.8272793395915531,0,0,0,0,1,0,0
3914,-0.0432793811113185,1.2086841511224595,0,0,1,0,0,0,0
7533,-1.862495484003852,-0.8272793395915531,0,1,0,0,0,0,0
58,0.192544928522899,1.2086841511224595,0,0,0,0,0,1,0
10213,0.0577881801604888,-0.8272793395915531,0,0,0,1,0,0,0
5437,-0.7507523100139705,1.2086841511224595,0,1,0,0,0,0,0
3845,-0.0769685682019205,-0.8272793395915531,0,0,0,1,0,0,0
10350,0.1251665543416943,1.2086841511224595,0,0,0,1,0,0,0
5392,-1.1550225551012,-0.8272793395915531,0,0,0,1,0,0,0
4356,1.7085583476000104,1.2086841511224595,0,0,0,0,1,0,0
10414,-0.1780361294737279,-0.8272793395915531,0,1,0,0,0,0,0
2328,-0.5823063745609577,-0.8272793395915531,0,0,0,1,0,0,0
7086,-2.1656981678192744,-0.8272793395915531,0,0,1,0,0,0,0
3084,-0.1780361294737279,-0.8272793395915531,0,0,0,1,0,0,0
6455,1.43904485087519,-0.8272793395915531,0,0,1,0,0,0,0
5742,1.203220541240973,-0.8272793395915531,0,0,1,0,0,0,0
5452,-1.1550225551012,-0.8272793395915531,0,1,0,0,0,0,0
5657,2.3823420894120604,1.2086841511224595,0,0,0,0,0,1,0
9149,0.0914773672510915,-0.8272793395915531,0,0,0,1,0,0,0
1119,0.3946800510665138,-0.8272793395915531,0,0,1,0,0,0,0
2035,-1.188711742191802,-0.8272793395915531,0,0,1,0,0,0,0
7874,-0.851819871285778,-0.8272793395915531,0,1,0,0,0,0,0
7199,-1.02026580673879,-0.8272793395915531,0,0,1,0,0,0,0
4310,-0.6159955616515603,-0.8272793395915531,0,0,1,0,0,0,0
7078,-0.4138604391079455,-0.8272793395915531,0,0,0,0,1,0,0
2961,-1.8288062969132493,-0.8272793395915531,0,0,0,1,0,0,0
8077,0.3273016768853084,-0.8272793395915531,0,0,1,0,0,0,0
9181,-0.4475496261985482,1.2086841511224595,0,0,0,0,1,0,0
4246,-0.4138604391079455,1.2086841511224595,0,0,1,0,0,0,0
8918,-1.390846864735417,-0.8272793395915531,0,0,1,0,0,0,0
5931,-0.7507523100139705,1.2086841511224595,0,0,0,1,0,0,0
6916,-0.6159955616515603,-0.8272793395915531,0,0,0,1,0,0,0
9919,-1.0876441809199948,1.2086841511224595,0,1,0,0,0,0,0
230,1.1695313541503711,1.2086841511224595,0,0,0,0,0,1,0
9930,0.4283692381571158,1.2086841511224595,0,0,0,0,1,0,0
2621,0.4620584252477193,1.2086841511224595,0,0,0,1,0,0,0
10484,-1.6603603614602374,1.2086841511224595,0,0,1,0,0,0,0
3572,-0.1780361294737279,1.2086841511224595,0,0,0,1,0,0,0
10215,-2.2330765420004792,-0.8272793395915531,0,1,0,0,0,0,0
7255,1.068463792878564,-0.8272793395915531,0,0,0,1,0,0,0
12374,0.5968151736101287,-0.8272793395915531,0,0,1,0,0,0,0
924,-0.7844414971045724,-0.8272793395915531,0,0,1,0,0,0,0
6148,1.3379772896033826,-0.8272793395915531,0,0,1,0,0,0,0
7594,0.3273016768853084,-0.8272793395915531,0,0,1,0,0,0,0
4998,-0.4812388132891502,-0.8272793395915531,0,0,0,0,1,0,0
2289,0.192544928522899,1.2086841511224595,0,0,0,1,0,0,0
817,-0.0769685682019205,-0.8272793395915531,0,0,0,1,0,0,0
7180,-0.3801712520173428,-0.8272793395915531,0,0,0,1,0,0,0
2033,-0.6496847487421631,1.2086841511224595,0,0,0,1,0,0,0
10301,-1.0539549938293928,-0.8272793395915531,0,1,0,0,0,0,0
9530,-0.3801712520173428,-0.8272793395915531,0,1,0,0,0,0,0
12363,-0.9191982454669826,-0.8272793395915531,0,0,0,1,0,0,0
7626,-0.6159955616515603,1.2086841511224595,0,1,0,0,0,0,0
9928,1.910693470143625,-0.8272793395915531,0,0,0,1,0,0,0
8795,0.1588557414322962,1.2086841511224595,0,0,1,0,0,0,0
7543,-0.5486171874703557,-0.8272793395915531,0,0,0,1,0,0,0
9865,-0.7507523100139705,-0.8272793395915531,0,0,1,0,0,0,0
3948,-0.4138604391079455,-0.8272793395915531,0,1,0,0,0,0,0
5274,-0.851819871285778,1.2086841511224595,0,0,0,1,0,0,0
5990,1.910693470143625,-0.8272793395915531,0,0,0,0,1,0,0
11262,1.1358421670597678,-0.8272793395915531,0,0,0,0,0,0,1
2507,0.3609908639759118,-0.8272793395915531,0,0,0,1,0,0,0
5592,1.6411799734188048,1.2086841511224595,0,0,0,0,1,0,0
9414,-0.851819871285778,-0.8272793395915531,0,0,0,1,0,0,0
2930,-0.1780361294737279,1.2086841511224595,0,0,0,1,0,0,0
2445,-0.6159955616515603,1.2086841511224595,0,0,0,1,0,0,0
5241,-0.2791036907455353,1.2086841511224595,0,0,0,0,0,1,0
7535,-0.514928000379753,1.2086841511224595,0,0,1,0,0,0,0
6091,0.866328670334949,-0.8272793395915531,0,0,1,0,0,0,0
6463,-0.3801712520173428,1.2086841511224595,0,0,0,1,0,0,0
1774,2.3823420894120604,-0.8272793395915531,0,0,0,0,1,0,0
5032,-0.0095901940207158,1.2086841511224595,0,0,0,1,0,0,0
7732,-0.7170631229233678,-0.8272793395915531,0,0,1,0,0,0,0
1522,0.0914773672510915,-0.8272793395915531,0,0,1,0,0,0,0
9630,-1.4582252389166224,-0.8272793395915531,0,1,0,0,0,0,0
