,COL_GRADE_AVG,Preds
1964,92.66666666666669,89.72662
11331,92.66666666666669,77.28948
1583,92.66666666666669,85.36854
8269,92.66666666666669,82.87108
9815,92.66666666666669,86.62112
3431,92.66666666666669,88.16965
9266,92.66666666666669,83.443855
11575,92.66666666666669,81.31902
3268,92.33333333333331,88.8584
11853,92.33333333333331,89.75885
1425,92.33333333333331,86.34205
2184,92.33333333333331,79.66545
3757,92.33333333333331,82.77943
8476,92.33333333333331,88.56489
9858,92.33333333333331,76.716675
12304,92.33333333333331,80.5557
4473,92.33333333333331,83.52975
351,92.33333333333331,78.4782
5896,92.33333333333331,82.05029
72,92.33333333333331,81.523384
11482,92.33333333333331,84.97373
1110,92.33333333333331,69.138245
4121,92.33333333333331,73.64157
4421,92.33333333333331,86.57572
12189,92.33333333333331,88.722115
4438,92.0,80.589195
1052,92.0,82.30071
4482,92.0,83.79901
6970,92.0,86.35985
10609,92.0,85.90168
11614,92.0,80.81964
12109,92.0,85.364586
2051,92.0,88.35033
12158,92.0,86.229324
422,92.0,87.09202
4559,92.0,85.404236
2566,92.0,80.432335
7201,92.0,92.29428
110,92.0,76.46883
8016,92.0,87.786804
5628,92.0,87.79948
11204,92.0,80.830246
2824,92.0,87.29069
1982,92.0,80.70217
2408,92.0,90.56629
1858,92.0,79.99558
10,92.0,85.85929
7971,92.0,76.47484
4513,92.0,82.67534
9301,91.66666666666669,79.269905
11299,91.66666666666669,86.78001
8886,91.66666666666669,75.76346
5332,91.66666666666669,82.01484
6271,91.66666666666669,83.4251
9840,91.66666666666669,76.4422
1326,91.66666666666669,87.968
4664,91.66666666666669,80.589195
11876,91.66666666666669,80.02071
2251,91.66666666666669,81.08724
11467,91.66666666666669,82.75917
7447,91.66666666666669,78.83436
4316,91.66666666666669,83.71897
12067,91.66666666666669,88.774155
11713,91.66666666666669,89.897865
1269,91.66666666666669,89.80666
1751,91.33333333333331,82.32509
3237,91.33333333333331,80.95638
10356,91.33333333333331,81.87998
10067,91.33333333333331,80.57006
1613,91.33333333333331,68.38261
12281,91.33333333333331,80.545296
9834,91.33333333333331,89.13819
10021,91.33333333333331,89.81254
4919,91.33333333333331,78.75744
4022,91.33333333333331,69.182045
5419,91.33333333333331,87.38507
11135,91.33333333333331,79.37225
4542,91.33333333333331,83.4069
7415,91.33333333333331,80.07943
444,91.33333333333331,79.54578
2428,91.33333333333331,80.69724
10659,91.33333333333331,83.12667
4935,91.0,76.09239
7425,91.0,69.216644
7200,91.0,86.13694
4083,91.0,80.13596
8561,91.0,89.74557
7099,91.0,84.53279
11416,91.0,86.079605
2173,91.0,90.202255
5745,91.0,86.733986
8932,91.0,72.15117
10346,91.0,79.281364
5576,91.0,92.63184
11913,91.0,87.81386
11334,91.0,85.228806
1133,91.0,80.52632
2679,91.0,90.202255
10710,91.0,82.78969
5324,91.0,88.56216
11238,91.0,85.30963
10944,91.0,66.34645
2753,91.0,80.3428
4557,91.0,86.75234
10167,91.0,80.52225
11470,91.0,79.47464
8023,91.0,88.59376
3163,91.0,71.1476
11717,91.0,86.40448
6188,90.66666666666669,85.54185
3759,90.66666666666669,64.171524
5884,90.66666666666669,79.47464
9049,90.66666666666669,79.33666
2096,90.66666666666669,56.04832
10241,90.66666666666669,86.66692
9647,90.66666666666669,90.81523
10152,90.66666666666669,79.67532
11350,90.66666666666669,85.49459
1131,90.66666666666669,86.44727
701,90.66666666666669,73.635796
11490,90.66666666666669,86.78001
43,90.66666666666669,68.322815
3808,90.66666666666669,83.12871
5914,90.66666666666669,90.52629
8691,90.66666666666669,61.1009
9071,90.66666666666669,85.63461
8084,90.66666666666669,87.98357
9050,90.66666666666669,86.49568
5353,90.66666666666669,86.31687
9067,90.66666666666669,89.05827
5198,90.66666666666669,88.383026
6207,90.33333333333331,86.80736
3390,90.33333333333331,61.427883
5050,90.33333333333331,82.75917
6128,90.33333333333331,89.678215
4495,90.33333333333331,88.81332
9772,90.33333333333331,84.87524
5244,90.33333333333331,75.8409
5980,90.33333333333331,82.75511
5290,90.33333333333331,73.72542
4437,90.33333333333331,79.31862
10410,90.33333333333331,79.728485
8068,90.33333333333331,89.528946
8931,90.33333333333331,69.318405
12259,90.33333333333331,88.49721
971,90.33333333333331,68.72402
10341,90.33333333333331,85.29279
7999,90.33333333333331,90.8629
5044,90.33333333333331,75.77728
4265,90.33333333333331,81.379906
6723,90.33333333333331,69.4724
5554,90.33333333333331,89.69784
7296,90.33333333333331,86.10971
11426,90.33333333333331,79.16463
1820,90.33333333333331,69.177795
4397,90.33333333333331,65.83022
11383,90.0,85.29279
9388,90.0,87.8684
6846,90.0,74.01862
7267,90.0,67.69572
9814,90.0,76.1368
2574,90.0,79.53359
5027,90.0,92.67417
2135,90.0,89.897865
9833,90.0,89.58805
4623,90.0,80.91573
2830,90.0,79.816414
6322,90.0,74.05457
12266,90.0,53.5647
2489,90.0,89.63542
11636,90.0,76.5395
5593,90.0,86.46917
8119,90.0,89.91732
10190,90.0,80.33874
8878,89.66666666666667,88.56502
11568,89.66666666666667,76.11276
11394,89.66666666666667,85.82034
7084,89.66666666666667,72.92426
10422,89.66666666666667,73.9545
4970,89.66666666666667,89.67881
3981,89.66666666666667,75.47078
5995,89.66666666666667,86.44787
11896,89.66666666666667,86.214806
4363,89.66666666666667,68.322815
8507,89.66666666666667,78.73173
6160,89.66666666666667,82.37644
7501,89.66666666666667,80.40498
3250,89.66666666666667,80.5557
10762,89.66666666666667,82.47772
6436,89.66666666666667,83.90111
2411,89.66666666666667,83.4257
11665,89.66666666666667,82.41009
11877,89.66666666666667,82.56305
5041,89.66666666666667,81.64606
11445,89.66666666666667,80.16336
1107,89.66666666666667,66.88223
6473,89.66666666666667,86.923584
344,89.66666666666667,86.61911
5832,89.33333333333333,66.90535
11111,89.33333333333333,80.62463
9468,89.33333333333333,75.67462
4534,89.33333333333333,83.69246
1135,89.33333333333333,86.267876
9568,89.33333333333333,80.69724
12345,89.33333333333333,86.414536
2647,89.33333333333333,79.68636
363,89.33333333333333,80.31213
11108,89.33333333333333,81.05593
4925,89.33333333333333,79.19729
12063,89.33333333333333,92.63184
6947,89.33333333333333,77.16198
7251,89.33333333333333,85.43134
9236,89.33333333333333,82.25364
5878,89.33333333333333,81.49028
486,89.33333333333333,61.08066
9033,89.33333333333333,84.60503
11632,89.33333333333333,79.99558
1138,89.33333333333333,82.18
10498,89.33333333333333,83.10895
10652,89.33333333333333,90.20535
1564,89.33333333333333,62.157455
8982,89.33333333333333,92.67417
6085,89.33333333333333,79.37225
9839,89.33333333333333,80.8309
4190,89.33333333333333,80.899925
7334,89.33333333333333,87.802635
1074,89.33333333333333,87.8684
11885,89.33333333333333,82.193054
8274,89.33333333333333,83.12871
158,89.33333333333333,76.996475
4294,89.33333333333333,82.59411
898,89.33333333333333,75.96089
6149,89.33333333333333,79.728485
10755,89.33333333333333,67.757935
12239,89.33333333333333,83.792435
8591,89.33333333333333,69.40827
6828,89.0,80.81939
10295,89.0,67.38295
5316,89.0,85.04932
6749,89.0,68.60413
1057,89.0,90.49886
6660,89.0,83.61389
5137,89.0,75.620964
8500,89.0,60.198864
6939,89.0,69.33311
2468,89.0,75.88828
10605,89.0,81.10945
5907,89.0,87.13878
12333,89.0,86.421585
9949,89.0,81.96131
5184,89.0,82.55249
9572,89.0,79.99558
12031,89.0,82.55867
6363,89.0,88.88703
4890,89.0,80.742386
1222,89.0,89.627556
96,88.66666666666667,74.0312
4667,88.66666666666667,67.06657
2313,88.66666666666667,73.481804
6631,88.66666666666667,85.983086
3288,88.66666666666667,48.083057
4431,88.66666666666667,77.239105
12176,88.66666666666667,88.722115
10515,88.66666666666667,86.66692
6587,88.66666666666667,67.06042
6214,88.66666666666667,77.91039
3903,88.66666666666667,82.155045
9353,88.66666666666667,82.98783
4417,88.66666666666667,75.97724
904,88.66666666666667,81.60086
9163,88.66666666666667,72.127396
3934,88.66666666666667,50.65362
2692,88.66666666666667,86.861015
12351,88.66666666666667,78.97764
5402,88.66666666666667,73.19553
10802,88.66666666666667,75.89406
7811,88.66666666666667,75.84219
505,88.33333333333333,69.08081
8333,88.33333333333333,80.76482
3168,88.33333333333333,82.662056
5434,88.33333333333333,83.74027
225,88.33333333333333,67.19163
5938,88.33333333333333,80.76044
11526,88.33333333333333,86.229324
11300,88.33333333333333,74.23517
5910,88.33333333333333,86.61266
11133,88.33333333333333,85.404236
8357,88.33333333333333,83.12442
9114,88.33333333333333,81.38548
11634,88.33333333333333,61.176403
6867,88.33333333333333,63.305088
8340,88.33333333333333,61.63793
4507,88.33333333333333,62.024376
4811,88.33333333333333,81.13822
6898,88.33333333333333,83.57814
9763,88.33333333333333,83.42923
7254,88.33333333333333,73.49469
5024,88.33333333333333,79.67532
4485,88.33333333333333,82.76535
2331,88.33333333333333,68.03985
35,88.33333333333333,81.332825
11770,88.33333333333333,68.14101
7263,88.33333333333333,79.823654
7355,88.33333333333333,89.69268
3088,88.33333333333333,67.896286
9872,88.33333333333333,74.03718
11125,88.33333333333333,79.123566
12410,88.33333333333333,75.95512
12114,88.33333333333333,77.48408
8796,88.0,71.52185
2181,88.0,80.81939
1457,88.0,66.348656
8428,88.0,88.36263
7069,88.0,89.63542
11794,88.0,69.67837
1949,88.0,79.33371
11345,88.0,73.52035
2664,88.0,77.24665
3500,88.0,71.50687
7624,88.0,82.58313
9294,88.0,70.17179
918,88.0,72.20419
3307,88.0,86.00677
11221,88.0,83.352905
7825,88.0,82.539536
11009,88.0,79.70931
12182,88.0,79.267876
11664,88.0,67.61164
7354,88.0,92.26781
12037,87.66666666666667,84.84576
7843,87.66666666666667,81.10945
10505,87.66666666666667,82.695625
8448,87.66666666666667,87.4587
1065,87.66666666666667,78.321465
77,87.66666666666667,82.46477
4256,87.66666666666667,69.52005
5099,87.66666666666667,86.22582
11169,87.66666666666667,87.61546
11527,87.66666666666667,83.766785
7092,87.66666666666667,82.56689
11063,87.66666666666667,81.01288
3157,87.66666666666667,83.09372
7806,87.66666666666667,78.85083
7154,87.66666666666667,80.77541
8184,87.66666666666667,81.87613
12039,87.66666666666667,73.64157
5375,87.66666666666667,90.80403
8251,87.66666666666667,89.91732
656,87.66666666666667,66.59045
5529,87.66666666666667,87.9031
8024,87.66666666666667,89.72662
6126,87.66666666666667,80.753456
10122,87.66666666666667,73.42287
1563,87.66666666666667,72.96318
7010,87.66666666666667,76.97012
11997,87.66666666666667,75.8409
12093,87.66666666666667,64.47569
11457,87.66666666666667,86.56494
3809,87.66666666666667,64.95234
6903,87.66666666666667,73.79793
10188,87.66666666666667,66.05727
3067,87.66666666666667,65.65452
11954,87.66666666666667,81.376755
2511,87.66666666666667,70.98834
9376,87.66666666666667,85.323006
10825,87.66666666666667,86.29793
11302,87.66666666666667,80.55898
12335,87.33333333333333,79.26318
6428,87.33333333333333,69.90937
2883,87.33333333333333,60.92118
12403,87.33333333333333,69.25369
5081,87.33333333333333,82.67534
6224,87.33333333333333,87.489555
8908,87.33333333333333,82.37644
8306,87.33333333333333,63.803474
9844,87.33333333333333,80.69349
6476,87.33333333333333,85.52494
6694,87.33333333333333,87.08951
4021,87.33333333333333,80.90144
2261,87.33333333333333,76.581116
4266,87.33333333333333,82.67509
4510,87.33333333333333,76.58294
8145,87.33333333333333,80.77441
8327,87.33333333333333,89.45306
10673,87.33333333333333,81.2468
8198,87.33333333333333,69.29282
4119,87.33333333333333,65.84059
1320,87.33333333333333,71.602516
4374,87.33333333333333,82.75917
3075,87.33333333333333,87.286865
3526,87.0,63.369823
10968,87.0,89.897865
4560,87.0,82.55249
5992,87.0,79.860725
8909,87.0,76.3565
2340,87.0,82.934296
11754,87.0,75.67462
10033,87.0,89.72662
10806,87.0,82.81
5901,87.0,88.08805
9344,87.0,65.87626
4398,87.0,81.06044
9892,87.0,83.36714
5310,87.0,86.17801
4598,87.0,60.781593
10198,87.0,73.55719
3238,87.0,67.85521
3631,87.0,66.07025
6768,87.0,83.52122
11829,87.0,73.30164
7115,87.0,70.418
11370,87.0,70.718704
4338,87.0,76.92424
10938,87.0,80.7413
243,87.0,83.8527
3229,87.0,68.65238
7140,87.0,83.12871
5356,87.0,82.71078
11409,87.0,88.76932
6711,87.0,80.128334
7401,87.0,76.16721
7776,86.66666666666667,80.53462
9250,86.66666666666667,82.71078
11290,86.66666666666667,81.69666
4494,86.66666666666667,81.0649
1233,86.66666666666667,86.60349
6628,86.66666666666667,76.526505
11180,86.66666666666667,76.409874
5503,86.66666666666667,87.31831
7329,86.66666666666667,65.36777
10897,86.66666666666667,69.16466
9167,86.66666666666667,73.52035
5507,86.66666666666667,68.93899
10164,86.66666666666667,79.08272
11480,86.66666666666667,47.124126
1607,86.66666666666667,69.71226
5662,86.66666666666667,89.17594
113,86.66666666666667,76.64007
11043,86.66666666666667,82.75917
11310,86.66666666666667,72.43735
4743,86.66666666666667,80.75867
2675,86.66666666666667,82.99813
11633,86.33333333333333,75.83967
9508,86.33333333333333,58.97514
2876,86.33333333333333,72.549706
10196,86.33333333333333,79.2757
2897,86.33333333333333,51.400143
8586,86.33333333333333,80.5557
8157,86.33333333333333,75.63052
7183,86.33333333333333,55.770805
11322,86.33333333333333,85.730354
7113,86.33333333333333,65.87962
1108,86.33333333333333,83.04558
3287,86.33333333333333,72.3311
10487,86.33333333333333,55.972076
8153,86.33333333333333,85.46032
2627,86.33333333333333,83.17769
11068,86.33333333333333,76.03048
8316,86.33333333333333,82.4839
5245,86.33333333333333,64.97794
10847,86.33333333333333,82.12888
5712,86.33333333333333,88.56502
2557,86.33333333333333,79.316086
2590,86.33333333333333,75.81401
3769,86.33333333333333,58.372604
9409,86.0,68.504654
12097,86.0,68.56092
12140,86.0,81.052956
11835,86.0,85.53112
488,86.0,87.28746
12320,86.0,73.35004
6944,86.0,76.71074
11719,86.0,76.41717
11269,86.0,80.795876
10016,86.0,80.52165
11375,86.0,83.04558
10788,86.0,78.95089
1277,86.0,68.56092
2060,86.0,68.14535
3895,86.0,79.431206
2370,86.0,68.77106
1434,86.0,80.17455
7358,86.0,81.46982
9175,86.0,76.814766
6812,86.0,61.68164
6355,86.0,79.241585
1574,86.0,78.086975
8019,86.0,72.43744
5543,85.66666666666667,86.60782
4569,85.66666666666667,81.33817
8555,85.66666666666667,78.17082
5996,85.66666666666667,66.49469
5510,85.66666666666667,82.28769
5586,85.66666666666667,87.53737
6481,85.66666666666667,85.52494
4711,85.66666666666667,83.82678
4347,85.66666666666667,85.955215
622,85.66666666666667,92.02109
7499,85.66666666666667,79.08813
7933,85.66666666666667,86.99898
11326,85.66666666666667,83.36881
7884,85.66666666666667,72.07343
2966,85.66666666666667,56.37119
10481,85.66666666666667,82.46477
2310,85.66666666666667,81.052956
2022,85.66666666666667,80.37776
264,85.66666666666667,80.49765
3803,85.66666666666667,89.3314
2842,85.33333333333333,68.38177
9737,85.33333333333333,86.05159
40,85.33333333333333,66.59846
7366,85.33333333333333,75.62072
7061,85.33333333333333,57.743362
7871,85.33333333333333,72.30836
9867,85.33333333333333,76.09313
5177,85.33333333333333,79.59148
11371,85.33333333333333,80.77541
11897,85.33333333333333,80.43089
1101,85.33333333333333,72.50921
6966,85.33333333333333,67.54802
2614,85.33333333333333,61.06155
8838,85.33333333333333,90.01561
5284,85.33333333333333,86.73618
12222,85.33333333333333,79.59148
89,85.33333333333333,63.521004
11750,85.33333333333333,85.911545
11051,85.33333333333333,53.060055
11844,85.33333333333333,83.25047
5170,85.0,80.38725
4905,85.0,63.73821
3949,85.0,79.58634
8746,85.0,73.42302
1085,85.0,74.03484
11264,85.0,85.14497
11436,85.0,81.3193
7252,85.0,72.43744
10223,85.0,72.022484
4684,85.0,76.76637
4319,85.0,76.2137
4546,85.0,72.443214
9090,85.0,90.13469
6553,85.0,67.509964
10729,85.0,49.293003
7538,85.0,80.593575
9025,85.0,65.57054
5860,85.0,80.5352
4785,84.66666666666667,85.446396
5958,84.66666666666667,63.568478
10037,84.66666666666667,67.39392
11271,84.66666666666667,80.583015
12149,84.66666666666667,68.712105
2010,84.66666666666667,80.915405
2913,84.66666666666667,76.10699
10220,84.66666666666667,69.032135
9251,84.66666666666667,80.94849
10585,84.66666666666667,68.89468
4317,84.66666666666667,82.75917
2378,84.66666666666667,75.75705
12293,84.66666666666667,77.07003
10404,84.66666666666667,89.21403
9861,84.66666666666667,80.36621
6595,84.66666666666667,83.496925
7505,84.66666666666667,78.4782
4782,84.66666666666667,64.94382
2717,84.66666666666667,69.475494
9596,84.66666666666667,73.41709
6522,84.66666666666667,89.897865
3290,84.66666666666667,62.205757
6039,84.66666666666667,51.511097
5206,84.66666666666667,80.97216
7408,84.33333333333333,65.751945
10245,84.33333333333333,80.48814
2651,84.33333333333333,86.87051
2775,84.33333333333333,67.542725
6108,84.33333333333333,80.56118
2683,84.33333333333333,80.69724
3712,84.33333333333333,67.07409
7572,84.33333333333333,79.860725
2151,84.33333333333333,79.74885
11499,84.33333333333333,66.16209
3119,84.33333333333333,61.491493
6640,84.33333333333333,76.65426
11684,84.33333333333333,72.53926
4107,84.33333333333333,75.514854
989,84.33333333333333,83.718376
8011,84.33333333333333,75.12809
10073,84.33333333333333,81.69727
8124,84.33333333333333,68.62627
5590,84.33333333333333,62.51491
6858,84.33333333333333,60.419003
8894,84.33333333333333,62.150948
7476,84.33333333333333,66.57472
2759,84.33333333333333,87.62959
8163,84.33333333333333,67.1886
4351,84.33333333333333,83.74027
4478,84.0,82.31266
8224,84.0,65.75393
2599,84.0,82.78652
7134,84.0,78.93184
5197,84.0,69.05744
2046,84.0,62.429096
5194,84.0,79.33371
10015,84.0,73.120094
11140,84.0,77.585556
2286,84.0,88.20033
12228,84.0,73.41709
10380,84.0,72.275475
2092,84.0,82.65513
2178,84.0,81.55893
4329,84.0,79.24639
5189,84.0,82.91685
665,84.0,73.80764
8779,84.0,73.3465
4839,84.0,61.40767
2185,84.0,73.72542
2449,84.0,70.752045
11782,84.0,79.3034
2745,84.0,72.369644
7810,84.0,77.224335
6310,83.66666666666667,59.18874
9165,83.66666666666667,82.97096
4595,83.66666666666667,85.00917
4124,83.66666666666667,73.24913
2275,83.66666666666667,82.547714
5671,83.66666666666667,82.65722
9564,83.66666666666667,69.21407
5555,83.66666666666667,78.84048
